state_body,program_code,program_name,program_goal,program_result_desc,subprogram_code,subprogram_name,subprogram_desc,subprogram_type,state_body_annual_plan,state_body_rev_annual_plan,state_body_actual,state_body_actual_vs_rev_annual_plan,program_annual_plan,program_rev_annual_plan,program_actual,program_actual_vs_rev_annual_plan,subprogram_annual_plan,subprogram_rev_annual_plan,subprogram_actual,subprogram_actual_vs_rev_annual_plan
ՀՀ Նախագահի աշխատակազմ,1154,Հանրապետության նախագահի լիազորությունների իրականացման ապահովում,Աջակցել Հանրապետության նախագահի լիազորությունների իրականացման ապահովմանը,ՀՀ նախագահի  Սահմանադրությամբ սահմանված լիազորությունների իրականացման ապահովումը,11001,Հանրապետության նախագահի գործունեության և ներկայացուցչականության ապահովում,Հանրապետության նախագահի` ներքին և արտաքին քաղաքականության առնչությամբ Սահմանադրությամբ սահմանված լիազորությունների իրականացման ապահովում,Ծառայությունների մատուցում,1601206.0,1501256.0,1476241.9,0.983,1601206.0,1501256.0,1476241.9,0.983,1596206.0,1476206.0,1451402.1,0.983
ՀՀ Նախագահի աշխատակազմ,1154,Հանրապետության նախագահի լիազորությունների իրականացման ապահովում,Աջակցել Հանրապետության նախագահի լիազորությունների իրականացման ապահովմանը,ՀՀ նախագահի  Սահմանադրությամբ սահմանված լիազորությունների իրականացման ապահովումը,11005,"ՀՀ պետական կառավարման մարմինների կողմից  դիմումներ, հայցադիմումներ, դատարանի վճիռների  և որոշումների դեմ վերաքննիչ և վճռաբեկ բողոքներ ներկայացնելիս` «Պետական տուրքի մասին» ՀՀ օրենքով սահմանված վճարումներ","ՀՀ պետական կառավարման մարմինների կողմից  դիմումներ, հայցադիմումներ, դատարանի վճիռների  և որոշումների դեմ վերաքննիչ և վճռաբեկ բողոքներ ներկայացնելիս` «Պետական տուրքի մասին» ՀՀ օրենքով սահմանված վճարումներ",Ծառայությունների մատուցում,1601206.0,1501256.0,1476241.9,0.983,1601206.0,1501256.0,1476241.9,0.983,0.0,50.0,50.0,1.0
ՀՀ Նախագահի աշխատակազմ,1154,Հանրապետության նախագահի լիազորությունների իրականացման ապահովում,Աջակցել Հանրապետության նախագահի լիազորությունների իրականացման ապահովմանը,ՀՀ նախագահի  Սահմանադրությամբ սահմանված լիազորությունների իրականացման ապահովումը,31001,Հանրապետության նախագահի աշխատակազմի տեխնիկական հագեցվածության բարելավում,Հանրապետության նախագահի աշխատակազմի աշխատանքային պայմանների բարելավման համար վարչական սարքավորումների ձեռքբերում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,1601206.0,1501256.0,1476241.9,0.983,1601206.0,1501256.0,1476241.9,0.983,5000.0,25000.0,24789.8,0.992
ՀՀ Ազգային ժողով,1024,ՀՀ Ազգային ժողովի լիազորությունների իրականացման ապահովում,Օրենսդրական դաշտի ձևավորում և կատարելագործում,Արդյունավետ օրենսդրական դաշտի ապահովում,11001,"ՀՀ Ազգային ժողովի գործունեության ապահովում, օրենսդրական, վերլուծական և ներկայացուցչական ծառայություններ","Իրավական ակտերի նախագծերի մասնագիտական փորձաքննություն, արտաքին կապերի կառավարում, տեղեկատվության և խորհրդատվության տրամադրում",Ծառայությունների մատուցում,6090276.8,5468191.5,5400468.8,0.988,6090276.8,5468191.5,5400468.8,0.988,5620189.4,5038871.5,4971954.0,0.987
ՀՀ Ազգային ժողով,1024,ՀՀ Ազգային ժողովի լիազորությունների իրականացման ապահովում,Օրենսդրական դաշտի ձևավորում և կատարելագործում,Արդյունավետ օրենսդրական դաշտի ապահովում,11002,ՀՀ Ազգային ժողովի աշխատակազմի պետական ծառայողների վերապատրաստում,ՀՀ Ազգային ժողովի աշխատակազմի պետական ծառայողների մասնագիտական հմտությունների և կարողությունների զարգացում,Ծառայությունների մատուցում,6090276.8,5468191.5,5400468.8,0.988,6090276.8,5468191.5,5400468.8,0.988,1260.1,590.6,360.0,0.61
ՀՀ Ազգային ժողով,1024,ՀՀ Ազգային ժողովի լիազորությունների իրականացման ապահովում,Օրենսդրական դաշտի ձևավորում և կատարելագործում,Արդյունավետ օրենսդրական դաշտի ապահովում,11003,ՀՀ Ազգային ժողովի դերի բարձրացմանն  ուղղված միջոցառումների իրականացում,"ՀՀ ԱԺ նախագահի հովանու ներքո իրականացվող գիտական, կրթական, մշակութային և սպորտային միջոցառումների կազմակերպում",Ծառայությունների մատուցում,6090276.8,5468191.5,5400468.8,0.988,6090276.8,5468191.5,5400468.8,0.988,60000.0,0.0,0.0,0.0
ՀՀ Ազգային ժողով,1024,ՀՀ Ազգային ժողովի լիազորությունների իրականացման ապահովում,Օրենսդրական դաշտի ձևավորում և կատարելագործում,Արդյունավետ օրենսդրական դաշտի ապահովում,12001,Միջազգային խորհրդարանական կազմակերպություններին ՀՀ անդամակցության վճարներ,"ՀՀ անդամակցություն միջազգային խորհրդարանական կազմակերպություններին, միջազգային կազմակերպությունների աշխատանքներին ՀՀ մասնակցություն, երկրում նրանց կողմից ծրագրերի իրականացման ապահովում",Տրանսֆերտների տրամադրում,6090276.8,5468191.5,5400468.8,0.988,6090276.8,5468191.5,5400468.8,0.988,166132.0,181932.0,181884.0,1.0
ՀՀ Ազգային ժողով,1024,ՀՀ Ազգային ժողովի լիազորությունների իրականացման ապահովում,Օրենսդրական դաշտի ձևավորում և կատարելագործում,Արդյունավետ օրենսդրական դաշտի ապահովում,31001,Ազգային ժողովի տեխնիկական հագեցվածության բարելավում,Ազգային ժողովի աշխատակազմի աշխատանքային պայմանների բարելավման համար վարչական սարքավորումների ձեռքբերում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,6090276.8,5468191.5,5400468.8,0.988,6090276.8,5468191.5,5400468.8,0.988,150000.0,36219.0,35692.5,0.985
ՀՀ Ազգային ժողով,1024,ՀՀ Ազգային ժողովի լիազորությունների իրականացման ապահովում,Օրենսդրական դաշտի ձևավորում և կատարելագործում,Արդյունավետ օրենսդրական դաշտի ապահովում,31003,ՀՀ Ազգային ժողովի շենքային պայմանների բարելավում,ՀՀ Ազգային ժողովի շենք-շինությունների կապիտալ վերանորոգում և նախագծանախահաշվային փաստաթղթերի ձեռքբերում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,6090276.8,5468191.5,5400468.8,0.988,6090276.8,5468191.5,5400468.8,0.988,53795.3,120578.4,120578.3,1.0
ՀՀ Ազգային ժողով,1024,ՀՀ Ազգային ժողովի լիազորությունների իրականացման ապահովում,Օրենսդրական դաշտի ձևավորում և կատարելագործում,Արդյունավետ օրենսդրական դաշտի ապահովում,31004,ՀՀ Ազգային ժողովի շենքային ապահովվածության բարելավում,"ՀՀ Ազգային ժողովի  շենք-շինությունների կառուցում, նախագծանախահաշվային փաստաթղթերի ձեռքբերում",Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,6090276.8,5468191.5,5400468.8,0.988,6090276.8,5468191.5,5400468.8,0.988,38900.0,0.0,0.0,0.0
ՀՀ Ազգային ժողով,1024,ՀՀ Ազգային ժողովի լիազորությունների իրականացման ապահովում,Օրենսդրական դաշտի ձևավորում և կատարելագործում,Արդյունավետ օրենսդրական դաշտի ապահովում,31005,ՀՀ Ազգային ժողովի տրանսպորտային միջոցներով ապահովվածության բարելավում,ՀՀ Ազգային ժողովի կարիքների համար տրանսպորտային սարքավորումների ձեռքբերում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,6090276.8,5468191.5,5400468.8,0.988,6090276.8,5468191.5,5400468.8,0.988,0.0,90000.0,90000.0,1.0
ՀՀ վարչապետի  աշխատակազմ,1018,Պետական հատվածի արդիականացման ծրագիր,Հանրային ֆինանսական հաշվետվությունների որակի և ընտրված էլեկտրոնային կառավարման կատարելագործված ծառայությունների հասանելիության բարելավում,"Հանրային ֆինանսների կառավարման տեղեկատվական համակարգերի բարելավում, ծառայությունների մատուցման էլեկտրոնային կառավարման լուծումների իրագործում, հանրային հատվածի արդիականացման և կառավարման բարեփոխումների ընդգրկուն ընթացքի ապահովում:",11001,Համաշխարհային բանկի աջակցությամբ իրականացվող Պետական հատվածի արդիականացման երրորդ ծրագիր,ՀՀ հանրային հատվածի ֆինանսական կառավարման բարեփոխումների մշակման և իրականացման խորհրդատվական ծառայությունների ձեռքբերում,Ծառայությունների մատուցում,27555409.0,26189697.4,23873830.2,0.912,3172310.2,3680677.2,3396601.1,0.923,810232.9,285474.9,165806.1,0.581
ՀՀ վարչապետի  աշխատակազմ,1018,Պետական հատվածի արդիականացման ծրագիր,Հանրային ֆինանսական հաշվետվությունների որակի և ընտրված էլեկտրոնային կառավարման կատարելագործված ծառայությունների հասանելիության բարելավում,"Հանրային ֆինանսների կառավարման տեղեկատվական համակարգերի բարելավում, ծառայությունների մատուցման էլեկտրոնային կառավարման լուծումների իրագործում, հանրային հատվածի արդիականացման և կառավարման բարեփոխումների ընդգրկուն ընթացքի ապահովում:",32001,Համաշխարհային բանկի աջակցությամբ իրականացվող Պետական հատվածի արդիականացման երրորդ  ծրագրի շրջանակներում էլեկտրոնային կառավարման համակարգերի և սարքավորումների ձեռքբերում,ՀԲ-ի աջակցությամբ իրականացվող  Պետական հատվածի արդիականացման երրորդ  ծրագրի շրջանակներում էլեկտրոնային կառավարման համակարգերի  և սարքավորումների ձեռքբերում,Այլ պետական կազմակերպությունների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,27555409.0,26189697.4,23873830.2,0.912,3172310.2,3680677.2,3396601.1,0.923,2362077.3,3395202.3,3230795.1,0.952
ՀՀ վարչապետի  աշխատակազմ,1033,"Աջակցություն քաղաքական կուսակցություններին, հասարակական կազմակերպություններին և արհմիություններին",Քաղաքացիական հասարակության զարգացում,"Քաղաքացիական հասարակության կառույցների և նրանց  կարողությունների զարգացում, տնտեսական և քաղաքական կյանքում ՔՀԿ-ների ընդգրկվածության և մասնակցության աճ",11002,Պետական կառավարման գործընթացներին քաղաքացիական հասարակության մասնակցության ապահովում,Հանրային խորհրդի բնականոն գործունեության  ապահովում,Ծառայությունների մատուցում,27555409.0,26189697.4,23873830.2,0.912,192666.6,199078.1,196665.0,0.988,12000.0,3372.0,1629.8,0.483
ՀՀ վարչապետի  աշխատակազմ,1033,"Աջակցություն քաղաքական կուսակցություններին, հասարակական կազմակերպություններին և արհմիություններին",Քաղաքացիական հասարակության զարգացում,"Քաղաքացիական հասարակության կառույցների և նրանց  կարողությունների զարգացում, տնտեսական և քաղաքական կյանքում ՔՀԿ-ների ընդգրկվածության և մասնակցության աճ",11003,Աջակցություն հասարակական կազմակերպություններին,Աջակցություն հասարակական կազմակերպություններին,Ծառայությունների մատուցում,27555409.0,26189697.4,23873830.2,0.912,192666.6,199078.1,196665.0,0.988,38941.0,53941.0,53941.0,1.0
ՀՀ վարչապետի  աշխատակազմ,1033,"Աջակցություն քաղաքական կուսակցություններին, հասարակական կազմակերպություններին և արհմիություններին",Քաղաքացիական հասարակության զարգացում,"Քաղաքացիական հասարակության կառույցների և նրանց  կարողությունների զարգացում, տնտեսական և քաղաքական կյանքում ՔՀԿ-ների ընդգրկվածության և մասնակցության աճ",12001,Պետական աջակցություն ազգային փոքրամասնությունների հասարակական կազմակերպություններին,Պետական աջակցություն ազգային փոքրամասնությունների հասարակական կազմակերպություններին,Տրանսֆերտների տրամադրում,27555409.0,26189697.4,23873830.2,0.912,192666.6,199078.1,196665.0,0.988,20000.0,20000.0,19329.1,0.966
ՀՀ վարչապետի  աշխատակազմ,1033,"Աջակցություն քաղաքական կուսակցություններին, հասարակական կազմակերպություններին և արհմիություններին",Քաղաքացիական հասարակության զարգացում,"Քաղաքացիական հասարակության կառույցների և նրանց  կարողությունների զարգացում, տնտեսական և քաղաքական կյանքում ՔՀԿ-ների ընդգրկվածության և մասնակցության աճ",12002,Աջակցություն կուսակցություններին և կուսակցությունների դաշինքներին,Օրենսդրությամբ (օրենքներով և կառավարության որոշումներով) նախատեսված օժանդակություն և փոխհատուցումներ,Տրանսֆերտների տրամադրում,27555409.0,26189697.4,23873830.2,0.912,192666.6,199078.1,196665.0,0.988,103725.6,103765.1,103765.1,1.0
ՀՀ վարչապետի  աշխատակազմ,1033,"Աջակցություն քաղաքական կուսակցություններին, հասարակական կազմակերպություններին և արհմիություններին",Քաղաքացիական հասարակության զարգացում,"Քաղաքացիական հասարակության կառույցների և նրանց  կարողությունների զարգացում, տնտեսական և քաղաքական կյանքում ՔՀԿ-ների ընդգրկվածության և մասնակցության աճ",12003,Աջակցություն «ՀՀ վետերանների միավորում» հասարակական կազմակերպությանը,"Աջակցության տրամադրում, վետերանների նյութական, կենցաղային պայմանների բարելավման, բժշկական սպասարկման, հուղարկավորության ծախսերի, հուշատախտակների ու հուշարձանների խնամքի իրականացման համար",Տրանսֆերտների տրամադրում,27555409.0,26189697.4,23873830.2,0.912,192666.6,199078.1,196665.0,0.988,18000.0,18000.0,18000.0,1.0
ՀՀ վարչապետի  աշխատակազմ,1091,Հանրային իրազեկում,"Հանրային կապերի, պետական մարմինների թափանցիկության, տեղեկատվության մատչելիության ապահովում","Հանրության իրազեկվածության մակարդակի բարելավում, ՀՀ համար կարևոր նշանակություն ունեցող իրադարձությունների լուսաբանում",11001,Հանրային իրազեկում և հասարակական-քաղաքագիտական հետազոտություններ,"Կառավարության գործունեության լուսաբանում, թեմատիկ վերլուծություններ և ԶԼՄ-ների ամենօրյա մշտադիտարկում",Ծառայությունների մատուցում,27555409.0,26189697.4,23873830.2,0.912,1145932.7,1058932.7,1019471.4,0.963,751320.8,564320.8,564320.8,1.0
ՀՀ վարչապետի  աշխատակազմ,1091,Հանրային իրազեկում,"Հանրային կապերի, պետական մարմինների թափանցիկության, տեղեկատվության մատչելիության ապահովում","Հանրության իրազեկվածության մակարդակի բարելավում, ՀՀ համար կարևոր նշանակություն ունեցող իրադարձությունների լուսաբանում",11002,Պետական մամուլի հրատարակում,Պետական մամուլի հրատարակում,Ծառայությունների մատուցում,27555409.0,26189697.4,23873830.2,0.912,1145932.7,1058932.7,1019471.4,0.963,84069.5,84069.5,75662.5,0.9
ՀՀ վարչապետի  աշխատակազմ,1091,Հանրային իրազեկում,"Հանրային կապերի, պետական մարմինների թափանցիկության, տեղեկատվության մատչելիության ապահովում","Հանրության իրազեկվածության մակարդակի բարելավում, ՀՀ համար կարևոր նշանակություն ունեցող իրադարձությունների լուսաբանում",11004,"Տեղեկատվության ձեռքբերման, պահպանման և արխիվացման ծառայություններ","Տեղեկատվության ձեռքբերման, պահպանման և արխիվացման ծառայություններ",Ծառայությունների մատուցում,27555409.0,26189697.4,23873830.2,0.912,1145932.7,1058932.7,1019471.4,0.963,98187.4,98187.4,88368.7,0.9
ՀՀ վարչապետի  աշխատակազմ,1091,Հանրային իրազեկում,"Հանրային կապերի, պետական մարմինների թափանցիկության, տեղեկատվության մատչելիության ապահովում","Հանրության իրազեկվածության մակարդակի բարելավում, ՀՀ համար կարևոր նշանակություն ունեցող իրադարձությունների լուսաբանում",11009,Աջակցություն միջազգային լրատվամիջոցներում պետական լրատվական գործակալության ցիտման ինդեքսի և ՀՀ-ի վերաբերյալ օբյեկտիվ տեղեկատվության տարածմանը,"Պետության համար կարևոր նշանակություն ունեցող իրադարձությունների հեռարձակում ուղիղ եթերում, օտար լեզուներով թողարկվող տեղեկատվության որակի բարձրացում և քանակի ավելացում, արխիվացված տեղեկավության թվայնացում",Ծառայությունների մատուցում,27555409.0,26189697.4,23873830.2,0.912,1145932.7,1058932.7,1019471.4,0.963,0.0,100000.0,100000.0,1.0
ՀՀ վարչապետի  աշխատակազմ,1091,Հանրային իրազեկում,"Հանրային կապերի, պետական մարմինների թափանցիկության, տեղեկատվության մատչելիության ապահովում","Հանրության իրազեկվածության մակարդակի բարելավում, ՀՀ համար կարևոր նշանակություն ունեցող իրադարձությունների լուսաբանում",12001,«Միր» միջպետական հեռուստառադիոընկերության ՀՀ մասնաբաժնի վճար,ԱՊՀ երկրներում հեռուստառադիոծրագրերի հեռարձակում,Տրանսֆերտների տրամադրում,27555409.0,26189697.4,23873830.2,0.912,1145932.7,1058932.7,1019471.4,0.963,212355.0,212355.0,191119.5,0.9
ՀՀ վարչապետի  աշխատակազմ,1132,Քաղաքացիական ծառայողների վերապատրաստում,Քաղաքացիական ծառայողների աշխատանքի  արդյունավետության բարելավում,"Քաղաքացիական ծառայության ոլորտում անկախ, արհեստավարժ և բարոյական բարձր հատկանիշներով օժտված կադրերի ապահովումը",11001,ՀՀ քաղաքացիական ծառայողների վերապատրաստման ծառայություններ,Քաղաքացիական ծառայողների մասնագիտական գիտելիքների և աշխատանքային ունակությունների հետևողական վերապատրաստման և ուսուցման ծառայություններ,Ծառայությունների մատուցում,27555409.0,26189697.4,23873830.2,0.912,19768.0,4768.0,2796.6,0.587,19768.0,4768.0,2796.6,0.587
ՀՀ վարչապետի  աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11001,"Ծառայությունների, ծրագրերի համակարգում","Աջակցություն ՀՀ կառավարությանը` քաղաքականության և ծրագրերի մշակման և իրականացման գործընթացում, վերահսկողության կատարման գործընթացում",Ծառայությունների մատուցում,27555409.0,26189697.4,23873830.2,0.912,16231290.9,13366893.6,11691261.3,0.875,5176717.3,4620319.8,4383922.1,0.949
ՀՀ վարչապետի  աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11003,Տվյալների փոխանակման միջգերատեսչական կապի ապահովում,Հայաստանի Հանրապետությունում պետական մարմինների և ուսումնական հաստատությունների  տվյալների փոխանակման կապի ապահովում և սպասարկում,Ծառայությունների մատուցում,27555409.0,26189697.4,23873830.2,0.912,16231290.9,13366893.6,11691261.3,0.875,575960.0,546280.0,540834.0,0.99
ՀՀ վարչապետի  աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11004,Աջակցություն ՀՀ վարչապետի աշխատակազմի ներքո գործող Արդյունահանող ճյուղերի թափանցիկության նախաձեռնության քարտուղարությանը,"Ազգային ծրագրով նախատեսված տեխնիկական առաջադրանքների նախագծերի հաստատման ենթակա փաստաթղթերի կազմում, հանրային իրազեկման միջոցառումների իրականացում և դոնոր կազմակերպությունների հետ աշխատանքի համակարգում",Ծառայությունների մատուցում,27555409.0,26189697.4,23873830.2,0.912,16231290.9,13366893.6,11691261.3,0.875,23600.0,23600.0,18525.7,0.785
ՀՀ վարչապետի  աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11005,Սպասարկման ծառայություններ,ՀՀ Կառավարական շենքերի և այլ գույքի սպասարկում,Ծառայությունների մատուցում,27555409.0,26189697.4,23873830.2,0.912,16231290.9,13366893.6,11691261.3,0.875,455714.7,455714.7,455714.7,1.0
ՀՀ վարչապետի  աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11006,Արտասահմանյան պաշտոնական գործուղումներ,Արտասահմանյան պաշտոնական գործուղումներ,Ծառայությունների մատուցում,27555409.0,26189697.4,23873830.2,0.912,16231290.9,13366893.6,11691261.3,0.875,0.0,5217.6,5056.9,0.969
ՀՀ վարչապետի  աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11007,"ՀՀ պետական կառավարման մարմինների կողմից  դիմումներ, հայցադիմումներ, դատարանի վճիռների  և որոշումների դեմ վերաքննիչ և վճռաբեկ բողոքներ ներկայացնելիս` «Պետական տուրքի մասին» ՀՀ օրենքով սահմանված վճարումներ",,Ծառայությունների մատուցում,27555409.0,26189697.4,23873830.2,0.912,16231290.9,13366893.6,11691261.3,0.875,0.0,1759.5,1759.5,1.0
ՀՀ վարչապետի  աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11009,Արտասահմանյան պատվիրակությունների ընդունելություններ,Արտասահմանյան պատվիրակությունների ընդունելություններ,Ծառայությունների մատուցում,27555409.0,26189697.4,23873830.2,0.912,16231290.9,13366893.6,11691261.3,0.875,0.0,74368.6,74368.6,1.0
ՀՀ վարչապետի  աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11010,ՀՀ բարձրաստիճան պաշտոնատար անձանց գերատեսչական առանձնատների և տարածքների շահագործում և սպասարկում,ՀՀ բարձրաստիճան պաշտոնատար անձանց գերատեսչական առանձնատների և տարածքների  շահագործման և սպասարկման ծառայություններ,Ծառայությունների մատուցում,27555409.0,26189697.4,23873830.2,0.912,16231290.9,13366893.6,11691261.3,0.875,471292.3,730364.2,730364.2,1.0
ՀՀ վարչապետի  աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11011,Համաշխարհային բանկի աջակցությամբ իրականացվող առևտրի և ենթակառուցվածքների զարգացման ծրագիր,Համաշխարհային բանկի աջակցությամբ իրականացվող առևտրի և ենթակառուցվածքների զարգացման ծրագիր,Ծառայությունների մատուցում,27555409.0,26189697.4,23873830.2,0.912,16231290.9,13366893.6,11691261.3,0.875,3651059.0,3271059.0,2435213.4,0.744
ՀՀ վարչապետի  աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11012,Աշխատակազմի մասնագիտական զարգացման ծառայություններ,Աշխատակազմի մասնագիտական վերապատրաստումներ,Ծառայությունների մատուցում,27555409.0,26189697.4,23873830.2,0.912,16231290.9,13366893.6,11691261.3,0.875,1570.8,1570.8,208.4,0.133
ՀՀ վարչապետի  աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11014,Աջակցության տրամադրում` նախորդ տարվա հարկային պարտավորութունների վճարման նպատակով,Աջակցության տրամադրում` նախորդ տարվա հարկային պարտավորութունների վճարման նպատակով,Ծառայությունների մատուցում,27555409.0,26189697.4,23873830.2,0.912,16231290.9,13366893.6,11691261.3,0.875,0.0,555966.4,555966.3,1.0
ՀՀ վարչապետի  աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11015,Պետական աջակցություն Հայաստանի Հանրապետությունում և արտերկրում ներդրումային և ՊՄԳ ծրագրերի իրականացմանը,"Օտարերկրյա ուղղակի ներդրումների ներգրավում, ներդրողներին խորհրդատվության և աջակացության տրամադրում, օտարերկրյա ներդրումային ծրագրերին բաժնեմասնակցություն, ՊՄԳ ոլորտի զարգացման խթանում, ՊՄԳ ծրագրերի զարգացման աջակցություն",Ծառայությունների մատուցում,27555409.0,26189697.4,23873830.2,0.912,16231290.9,13366893.6,11691261.3,0.875,0.0,867020.0,867020.0,1.0
ՀՀ վարչապետի  աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11016,Նախորդ տարիների պարտավորությունների մարման նպատակով աջակցության տրամադրում,Նախորդ տարիների պարտավորությունների մարման նպատակով աջակցության տրամադրում,Ծառայությունների մատուցում,27555409.0,26189697.4,23873830.2,0.912,16231290.9,13366893.6,11691261.3,0.875,0.0,9730.7,9561.4,0.983
ՀՀ վարչապետի  աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11017,Քաղաքացիական ծառայության կադրերի ռեզերվում գտնվող քաղաքացիական ծառայողների իրավունքների ապահովում,Քաղաքացիական ծառայության կադրերի ռեզերվում գտնվող քաղաքացիական ծառայողների վարձատրություն,Ծառայությունների մատուցում,27555409.0,26189697.4,23873830.2,0.912,16231290.9,13366893.6,11691261.3,0.875,0.0,3909.5,3909.5,1.0
ՀՀ վարչապետի  աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,12006,Պետական սեփականություն հանդիսացող կառույցների ու տարածքների պայմանների բարելավման ապահովում,Պետական սեփականություն հանդիսացող կառույցների ու տարածքների պայմանների բարելավման ապահովում,Տրանսֆերտների տրամադրում,27555409.0,26189697.4,23873830.2,0.912,16231290.9,13366893.6,11691261.3,0.875,0.0,65522.7,37987.4,0.58
ՀՀ վարչապետի  աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,31001,Մաքսային միությանը և Միասնական տնտեսական տարածությանը ՀՀ անդամակցության շրջանակում միասնական տեղեկատվական տարածության և ինտեգրացված տեղեկատվական համակարգերի ստեղծում և պահպանում,Մաքսային միությանը և Միասնական տնտեսական տարածությանը ՀՀ անդամակցության շրջանակում միասնական տեղեկատվական տարածության և ինտեգրացված տեղեկատվական համակարգերի ստեղծում և պահպանում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,27555409.0,26189697.4,23873830.2,0.912,16231290.9,13366893.6,11691261.3,0.875,92132.0,92132.0,89791.7,0.975
