state_body,program_code,program_code_ext,program_name,program_goal,program_result_desc,subprogram_code,subprogram_name,subprogram_desc,subprogram_type,state_body_annual_plan,state_body_rev_annual_plan,state_body_actual,state_body_actual_vs_rev_annual_plan,program_annual_plan,program_rev_annual_plan,program_actual,program_actual_vs_rev_annual_plan,subprogram_annual_plan,subprogram_rev_annual_plan,subprogram_actual,subprogram_actual_vs_rev_annual_plan
ՀՀ էկոնոմիկայի նախարարություն,1058,1058,"Էկոնոմիկայի ոլորտում պետական քաղաքականության մշակում, ծրագրերի համակարգում և մոնիտորինգ",Էկոնոմիկայի  ոլորտում պետական արդյունավետ քաղաքականության մշակման և իրականացման ապահովում,Էկոնոմիկայի  ոլորտում իրականացվող ծրագրերի ազդեցության և արդյունավետության բարելավում,11002,ԱՀԿ-ում և oտարերկրյա պետություններում ՀՀ առևտրային ներկայացուցիչների նպատակների և խնդիրների իրագործում,"ԱՀԿ-ում ՀՀ տնտեսական շահերի ներկայացում և պաշտպանություն, ՀՀ առևտրատնտեսական քաղաքականության զարգացմանը, արտահանումների խթանմանը և ներդրումների ներգրավմանն ուղղված գործունեություն արտերկրում",Ծառայությունների մատուցում,79520899.7,78983766.6,76783849.3,0.972,2597827.3,2761720.0,2735244.7,0.99,236594.9,77716.7,77659.1,0.9990000000000001
ՀՀ էկոնոմիկայի նախարարություն,1058,1058,"Էկոնոմիկայի ոլորտում պետական քաղաքականության մշակում, ծրագրերի համակարգում և մոնիտորինգ",Էկոնոմիկայի  ոլորտում պետական արդյունավետ քաղաքականության մշակման և իրականացման ապահովում,Էկոնոմիկայի  ոլորտում իրականացվող ծրագրերի ազդեցության և արդյունավետության բարելավում,11003,Տնտեսական հետազոտություններ և վերլուծություններ,"Ոլորտային, թեմատիկ հետազոտությունների, վերլուծությունների և գնահատումների իրականացման միջոցով արտահանման խթանման, գործարար և ներդրումային միջավայրի բարելավման հնարավորությունների ու խոչընդոտների բացահայտում",Ծառայությունների մատուցում,79520899.7,78983766.6,76783849.3,0.972,2597827.3,2761720.0,2735244.7,0.99,27360.0,39600.0,39600.0,1.0
ՀՀ էկոնոմիկայի նախարարություն,1058,1058,"Էկոնոմիկայի ոլորտում պետական քաղաքականության մշակում, ծրագրերի համակարգում և մոնիտորինգ",Էկոնոմիկայի  ոլորտում պետական արդյունավետ քաղաքականության մշակման և իրականացման ապահովում,Էկոնոմիկայի  ոլորտում իրականացվող ծրագրերի ազդեցության և արդյունավետության բարելավում,11005,Արտասահմանյան պատվիրակությունների ընդունելություններ,Արտասահմանյան պատվիրակությունների ընդունելություններ,Ծառայությունների մատուցում,79520899.7,78983766.6,76783849.3,0.972,2597827.3,2761720.0,2735244.7,0.99,0.0,8326.0,6887.9,0.8270000000000001
ՀՀ էկոնոմիկայի նախարարություն,1058,1058,"Էկոնոմիկայի ոլորտում պետական քաղաքականության մշակում, ծրագրերի համակարգում և մոնիտորինգ",Էկոնոմիկայի  ոլորտում պետական արդյունավետ քաղաքականության մշակման և իրականացման ապահովում,Էկոնոմիկայի  ոլորտում իրականացվող ծրագրերի ազդեցության և արդյունավետության բարելավում,11006,"ՀՀ պետական կառավարման մարմինների կողմից դիմումներ, հայցադիմումներ, դատարանի վճիռների և որոշումների դեմ վերաքննիչ և վճռաբեկ բողոքներ ներկայացնելիս` «Պետական տուրքի մասին» ՀՀ օրենքով սահմանված վճարումներ","ՀՀ պետական կառավարման մարմինների կողմից դիմումներ, հայցադիմումներ, դատարանի վճիռների և որոշումների դեմ վերաքննիչ և վճռաբեկ բողոքներ ներկայացնելիս` «Պետական տուրքի մասին» ՀՀ օրենքով սահմանված վճարումներ",Ծառայությունների մատուցում,79520899.7,78983766.6,76783849.3,0.972,2597827.3,2761720.0,2735244.7,0.99,0.0,3878.4,3878.4,1.0
ՀՀ էկոնոմիկայի նախարարություն,1058,1058,"Էկոնոմիկայի ոլորտում պետական քաղաքականության մշակում, ծրագրերի համակարգում և մոնիտորինգ",Էկոնոմիկայի  ոլորտում պետական արդյունավետ քաղաքականության մշակման և իրականացման ապահովում,Էկոնոմիկայի  ոլորտում իրականացվող ծրագրերի ազդեցության և արդյունավետության բարելավում,31001,ՀՀ էկոնոմիկայի նախարարության տեխնիկական հագեցվածության բարելավում,ՀՀ էկոնոմիկայի նախարարության տեխնիկական հագեցվածության բարելավում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,79520899.7,78983766.6,76783849.3,0.972,2597827.3,2761720.0,2735244.7,0.99,85240.0,76806.5,68142.1,0.887
ՀՀ էկոնոմիկայի նախարարություն,1059,1059,Բուսաբուծության խթանում և բույսերի պաշտպանություն,Հողագործությունից ստացվող արդյունքի բարելավում,Մշակաբույսերի միջին բերքատվության բարձրացում:ՀՀ գյուղատնտեսական նշանակության ողջ հողատարածքի համար կազմված ագրոքիմիական քարտեզներով ապահովվածություն: Հացահատիկի և հատիկաընդեղենի արտադրության ծավալների ավելացում,11001,"Բուսասանիտարիայի  ծառայությունների, հողերի ագրոքիմիական հետազոտության և բերրիության բարձրացման միջոցառումների իրականացում",Հանրապետության գյուղատնտեսական նշանակության հողատեսքերում բույսերի վնասակար օրգանիզմների հայտնաբերման և ագրոքիմիական քարտեզների և պարարտացման կիրառման գիտականորեն հիմնավորված երաշխավորագրերի կազմման նպատակով դաշտային հետազոտությունների իրականացում,Ծառայությունների մատուցում,79520899.7,78983766.6,76783849.3,0.972,125382.0,3736067.3,3723619.5,0.997,47940.0,47940.0,47940.0,1.0
ՀՀ էկոնոմիկայի նախարարություն,1059,1059,Բուսաբուծության խթանում և բույսերի պաշտպանություն,Հողագործությունից ստացվող արդյունքի բարելավում,Մշակաբույսերի միջին բերքատվության բարձրացում:ՀՀ գյուղատնտեսական նշանակության ողջ հողատարածքի համար կազմված ագրոքիմիական քարտեզներով ապահովվածություն: Հացահատիկի և հատիկաընդեղենի արտադրության ծավալների ավելացում,11002,Բույսերի պաշտպանության միջոցառումներ,Մկնանման կրծողների և մորեխների դեմ կենտրոնացված պայքարի միջոցառումներ,Ծառայությունների մատուցում,79520899.7,78983766.6,76783849.3,0.972,125382.0,3736067.3,3723619.5,0.997,29376.3,66616.3,66239.9,0.9940000000000001
ՀՀ էկոնոմիկայի նախարարություն,1059,1059,Բուսաբուծության խթանում և բույսերի պաշտպանություն,Հողագործությունից ստացվող արդյունքի բարելավում,Մշակաբույսերի միջին բերքատվության բարձրացում:ՀՀ գյուղատնտեսական նշանակության ողջ հողատարածքի համար կազմված ագրոքիմիական քարտեզներով ապահովվածություն: Հացահատիկի և հատիկաընդեղենի արտադրության ծավալների ավելացում,11003,Սերմերի որակի ստուգում և պետական սորտափորձարկման միջոցառումներ,"Գյուղատնտեսության մեջ օգտագործվող սերմերի որակի լաբորատոր հետազոտությունների ծառայություններ, սելեկցիոն նվաճումների հայտերի փորձաքննություններ, բույսերի նոր սորտերի փորձարկումներ",Ծառայությունների մատուցում,79520899.7,78983766.6,76783849.3,0.972,125382.0,3736067.3,3723619.5,0.997,48065.7,50672.4,50672.4,1.0
ՀՀ էկոնոմիկայի նախարարություն,1059,1059,Բուսաբուծության խթանում և բույսերի պաշտպանություն,Հողագործությունից ստացվող արդյունքի բարելավում,Մշակաբույսերի միջին բերքատվության բարձրացում:ՀՀ գյուղատնտեսական նշանակության ողջ հողատարածքի համար կազմված ագրոքիմիական քարտեզներով ապահովվածություն: Հացահատիկի և հատիկաընդեղենի արտադրության ծավալների ավելացում,11010,"ՀՀ-ում գարնանացան, աշնանացան և կերային մշակաբույսերի ցանքատարածությունների մոնիթորինգի իրականացմանն աջակցություն","Համայնքների կողմից գարնանացան մշակաբույսերի և բազմամյա խոտաբույսերի մոնիթորինգի իրականացում, արդյունքների ամփոփում և համապատասխան տեղեկատվության ներկայացում",Ծառայությունների մատուցում,79520899.7,78983766.6,76783849.3,0.972,125382.0,3736067.3,3723619.5,0.997,0.0,53928.0,53711.8,0.996
ՀՀ էկոնոմիկայի նախարարություն,1059,1059,Բուսաբուծության խթանում և բույսերի պաշտպանություն,Հողագործությունից ստացվող արդյունքի բարելավում,Մշակաբույսերի միջին բերքատվության բարձրացում:ՀՀ գյուղատնտեսական նշանակության ողջ հողատարածքի համար կազմված ագրոքիմիական քարտեզներով ապահովվածություն: Հացահատիկի և հատիկաընդեղենի արտադրության ծավալների ավելացում,12003,"ՀՀ-ում գարնանացան, աշնանացան և կերային մշակաբույսերի մշակության հիմնական աշխատանքների համար կատարված ծախսերի մասնակի փոխհատուցման տրամադրում",Մշակաբույսերի և բազմամյա  խոտաբույսերի ցանքատարածությունների ընդլայնմանը նպաստելու նպատակով մշակության հիմնական աշխատանքների համար կատարված ծախսերի մասնակի փոխհատուցում,Տրանսֆերտների տրամադրում,79520899.7,78983766.6,76783849.3,0.972,125382.0,3736067.3,3723619.5,0.997,0.0,1797600.0,1790392.8,0.996
ՀՀ էկոնոմիկայի նախարարություն,1059,1059,Բուսաբուծության խթանում և բույսերի պաշտպանություն,Հողագործությունից ստացվող արդյունքի բարելավում,Մշակաբույսերի միջին բերքատվության բարձրացում:ՀՀ գյուղատնտեսական նշանակության ողջ հողատարածքի համար կազմված ագրոքիմիական քարտեզներով ապահովվածություն: Հացահատիկի և հատիկաընդեղենի արտադրության ծավալների ավելացում,12004,ՀՀ տարբեր մարզերում 2024 և 2025թթ. տեղացած կարկուտի հետևանքով հողօգտագործողներին պատճառված վնասների մասնակի փոխհատուցում,"2024 և 2025 թվականներին ՀՀ Արագածոտնի, Արարատի, Արմավիրի, Գեղարքունիքի, Լոռու, Շիրակի, Տավուշի և Սյունիքի մարզերում տեղացած կարկուտի հետևանքով հողօգտագործողներին պատճառված վնասների մասնակի փոխհատուցման տրամադրում",Տրանսֆերտների տրամադրում,79520899.7,78983766.6,76783849.3,0.972,125382.0,3736067.3,3723619.5,0.997,0.0,1719310.6,1714662.7,0.997
ՀՀ էկոնոմիկայի նախարարություն,1067,1067,Ստանդարտների մշակում և հավատարմագրման համակարգի զարգացում,"Արտադրանքի, ծառայությունների և գործընթացների անվտանգության մակարդակի բարելավում, միջազգային ու տարածաշրջանային հավատարմագրման համակարգերին ինտեգրում",Առևտրում տեխնիկական խոչընդոտների վերացում և շուկայահանվող արտադրանքի ու մատուցվող ծառայությունների համապատասխանության գնահատման գործունեության արդյունքների նկատմամբ սպառողների վստահության բարձրացում,11001,Ստանդարտների մշակման ծառայություններ,"Արտադրանքի և ծառայությունների ազգային ստանդարտների մշակում, միջպետական, եվրոպական և միջազգային կազմակերպությունների հետ համագործակցություն, ստանդարտների ազգային ֆոնդի վարման և տեղեկատվական սպասարկման աշխատանքների իրականացում",Ծառայությունների մատուցում,79520899.7,78983766.6,76783849.3,0.972,627558.5,514394.5,514394.5,1.0,13558.5,12557.1,12557.1,1.0
ՀՀ էկոնոմիկայի նախարարություն,1067,1067,Ստանդարտների մշակում և հավատարմագրման համակարգի զարգացում,"Արտադրանքի, ծառայությունների և գործընթացների անվտանգության մակարդակի բարելավում, միջազգային ու տարածաշրջանային հավատարմագրման համակարգերին ինտեգրում",Առևտրում տեխնիկական խոչընդոտների վերացում և շուկայահանվող արտադրանքի ու մատուցվող ծառայությունների համապատասխանության գնահատման գործունեության արդյունքների նկատմամբ սպառողների վստահության բարձրացում,11002,Աջակցություն ՀՀ հավատարմագրման համակարգին,"Հավատարմագրման ծառայությունների մատուցում, հավատարմագրման համակարգի բարեփոխում, անձնակազմի ուսուցում, ազգային մարմնի կայքէջի և ռեեստրների սպասարկում, արդիականացում, ազգային մարմնի մասնակցություն աշխատաժողովներին, գագաթնաժողովներին, հանդիպումներին",Ծառայությունների մատուցում,79520899.7,78983766.6,76783849.3,0.972,627558.5,514394.5,514394.5,1.0,114000.0,114000.0,114000.0,1.0
ՀՀ էկոնոմիկայի նախարարություն,1067,1067,Ստանդարտների մշակում և հավատարմագրման համակարգի զարգացում,"Արտադրանքի, ծառայությունների և գործընթացների անվտանգության մակարդակի բարելավում, միջազգային ու տարածաշրջանային հավատարմագրման համակարգերին ինտեգրում",Առևտրում տեխնիկական խոչընդոտների վերացում և շուկայահանվող արտադրանքի ու մատուցվող ծառայությունների համապատասխանության գնահատման գործունեության արդյունքների նկատմամբ սպառողների վստահության բարձրացում,12001,Որակի ենթակառուցվածքի համակարգի արդիականացմանն աջակցություն,"ՍՉԱՄ ՓԲԸ-ում տրամաչափարկման կարողությունների հիմնում, ՍՉԱՄ ՓԲԸ-ում փորձարկման կարողությունների ընդլայնում, նոր լաբորատոր սարքավորումների ձեռքբերում, լաբորատորիաների վերազինում",Տրանսֆերտների տրամադրում,79520899.7,78983766.6,76783849.3,0.972,627558.5,514394.5,514394.5,1.0,0.0,387837.4,387837.4,1.0
ՀՀ էկոնոմիկայի նախարարություն,1067,1067,Ստանդարտների մշակում և հավատարմագրման համակարգի զարգացում,"Արտադրանքի, ծառայությունների և գործընթացների անվտանգության մակարդակի բարելավում, միջազգային ու տարածաշրջանային հավատարմագրման համակարգերին ինտեգրում",Առևտրում տեխնիկական խոչընդոտների վերացում և շուկայահանվող արտադրանքի ու մատուցվող ծառայությունների համապատասխանության գնահատման գործունեության արդյունքների նկատմամբ սպառողների վստահության բարձրացում,32002,Որակի ենթակառուցվածքի համակարգի արդիականացում,"ՍՉԱՄ ՓԲԸ-ում տրամաչափարկման կարողությունների հիմնում, ՍՉԱՄ ՓԲԸ-ում փորձարկման կարողությունների ընդլայնում, նոր լաբորատոր սարքավորումների ձեռքբերում, լաբորատորիաների վերազինում, նոր լաբորատորիաների ստեղծում",Այլ պետական կազմակերպությունների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,79520899.7,78983766.6,76783849.3,0.972,627558.5,514394.5,514394.5,1.0,500000.0,0.0,0.0,0.0
ՀՀ էկոնոմիկայի նախարարություն,1086,1086,Գյուղական ենթակառուցվածքների վերականգնում և զարգացում,Գյուղատնտեսության ոլորտի արդյունավետության աճ,Գյուղատնտեսական արտադրանքի ծավալների ավելացում,11004,Զարգացման ֆրանսիական գործակալության աջակցությամբ իրականացվող ՀՀ Արարատի և Արմավիրի մարզերում» ոռոգվող գյուղատնտեսության զարգացման դրամաշնորհային ծրագրի համակարգում և ղեկավարում,Զարգացման ֆրանսիական գործակալության աջակցությամբ իրականացվող ՀՀ Արարատի և Արմավիրի մարզերում ոռոգվող գյուղատնտեսության զարգացման դրամաշնորհային ծրագրի համակարգում և ղեկավարում,Ծառայությունների մատուցում,79520899.7,78983766.6,76783849.3,0.972,2345441.7,2345441.7,997744.3,0.425,656655.2,656655.2,571428.5,0.87
ՀՀ էկոնոմիկայի նախարարություն,1086,1086,Գյուղական ենթակառուցվածքների վերականգնում և զարգացում,Գյուղատնտեսության ոլորտի արդյունավետության աճ,Գյուղատնտեսական արտադրանքի ծավալների ավելացում,11005,Ասիական զարգացման բանկի աջակցությամբ իրականացվող «Կլիմայական փոփոխություններին հարմարեցվող պարենային անվտանգության բարձրացման» դրամաշնորհային ծրագրի համակարգում և ղեկավարում,"Ներդրումներ կլիմադիմակայուն գյուղատնտեսության և պարենային անվտանգության բարձրացման նպատակով, ինչն ուղղվելու է երկու մարզերին Շիրակի և Տավուշի, որտեղ փոքր ֆերմերները բախվում են բարձր աղքատության, պարենային անապահովության և կլիմայական ռիսկերի",Ծառայությունների մատուցում,79520899.7,78983766.6,76783849.3,0.972,2345441.7,2345441.7,997744.3,0.425,150000.0,150000.0,155225.7,1.035
ՀՀ էկոնոմիկայի նախարարություն,1086,1086,Գյուղական ենթակառուցվածքների վերականգնում և զարգացում,Գյուղատնտեսության ոլորտի արդյունավետության աճ,Գյուղատնտեսական արտադրանքի ծավալների ավելացում,12003,Զարգացման ֆրանսիական գործակալության աջակցությամբ ՀՀ Արարատի և Արմավիրի մարզերում ժամանակակից պահանջներին համապատասխան ոռոգման համակարգերի ներդրման և զարգացմանն աջակցություն,Արարատի և Արմավիրի մարզերում ժամանակակից պահանջներին համապատասխան ոռոգման համակարգերի ներդրման աջակցություն,Տրանսֆերտների տրամադրում,79520899.7,78983766.6,76783849.3,0.972,2345441.7,2345441.7,997744.3,0.425,1232852.2,1232852.2,221501.5,0.18
ՀՀ էկոնոմիկայի նախարարություն,1086,1086,Գյուղական ենթակառուցվածքների վերականգնում և զարգացում,Գյուղատնտեսության ոլորտի արդյունավետության աճ,Գյուղատնտեսական արտադրանքի ծավալների ավելացում,12004,Ասիական զարգացման բանկի աջակցությամբ իրականացվող «Կլիմայական փոփոխություններին հարմարեցվող պարենային անվտանգության բարձրացման» դրամաշնորհային ծրագիր,"Ներդրումներ կլիմադիմակայուն գյուղատնտեսության և պարենային անվտանգության բարձրացման նպատակով, ինչն ուղղվելու է երկու մարզերին Շիրակի և Տավուշի, որտեղ փոքր ֆերմերները բախվում են բարձր աղքատության, պարենային անապահովության և կլիմայական ռիսկերի",Տրանսֆերտների տրամադրում,79520899.7,78983766.6,76783849.3,0.972,2345441.7,2345441.7,997744.3,0.425,200000.0,200000.0,0.0,0.0
ՀՀ էկոնոմիկայի նախարարություն,1086,1086,Գյուղական ենթակառուցվածքների վերականգնում և զարգացում,Գյուղատնտեսության ոլորտի արդյունավետության աճ,Գյուղատնտեսական արտադրանքի ծավալների ավելացում,31001,Զարգացման ֆրանսիական գործակալության աջակցությամբ իրականացվող ՀՀ Արարատի և Արմավիրի մարզերում Ոռոգվող գյուղատնտեսության զարգացման դրամաշնորհային ծրագիր,Ծրագրի իրականացման համար աշխատանքային պայմանների ապահովման նպատակով վարչական սարքավորումների ձեռք բերում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,79520899.7,78983766.6,76783849.3,0.972,2345441.7,2345441.7,997744.3,0.425,105934.3,105934.3,49588.6,0.46799999999999997
ՀՀ էկոնոմիկայի նախարարություն,1104,1104,"Գիտելիքահենք, նորարարական տնտեսությանը և փոքր ու միջին ձեռնարկատիրությանը աջակցություն","Արտադրողականության բարձրացման նպատակով տնտեսության թվայնացման, նորարարական էլեկտրոնային կառավարման համակարգերի ներդրման, գիտելիքահենք գործարարությանը և փոքր ու միջին ձեռնարկատիրությանը աջակցություն","Արտադրողականության աճ, նորարարական և թվայնացված տնտեսություն, ՓՄՁ սուբյեկտների թվաքանակի ավելացու",11001,ՓՄՁ-ի սուբյեկտներին աջակցության ծրագրերի համակարգում և կառավարում,"Ֆինանսական և ներդրումային, գործարար ուսուցողական, տեղեկատվական, խորհրդատվական աջակցություն գործող և սկսնակ ՓՄՁ սուբյեկտներին",Ծառայությունների մատուցում,79520899.7,78983766.6,76783849.3,0.972,22072887.7,24515527.1,24372677.6,0.9940000000000001,740000.0,23000.0,20096.3,0.8740000000000001
ՀՀ էկոնոմիկայի նախարարություն,1104,1104,"Գիտելիքահենք, նորարարական տնտեսությանը և փոքր ու միջին ձեռնարկատիրությանը աջակցություն","Արտադրողականության բարձրացման նպատակով տնտեսության թվայնացման, նորարարական էլեկտրոնային կառավարման համակարգերի ներդրման, գիտելիքահենք գործարարությանը և փոքր ու միջին ձեռնարկատիրությանը աջակցություն","Արտադրողականության աճ, նորարարական և թվայնացված տնտեսություն, ՓՄՁ սուբյեկտների թվաքանակի ավելացու",11003,Համաշխարհային բանկի աջակցությամբ իրականացվող Տեխնոլոգիաների առևտրայնացման ենթակառուցվածքի զարգացում,"Տեխնոլոգիաների առևտրայնացման գործուն մեխանիզմների մշակումը, ներդրումն ու զարգացումը և պոտենցիալ առևտրային արժեք ներկայացնող գիտական արդյունքի հայտնաբերման և դրա առևտրային պոտենցիալի գնահատման մեխանիզմների մշակումը ու գնահատումը",Ծառայությունների մատուցում,79520899.7,78983766.6,76783849.3,0.972,22072887.7,24515527.1,24372677.6,0.9940000000000001,100000.0,0.0,0.0,0.0
ՀՀ էկոնոմիկայի նախարարություն,1104,1104,"Գիտելիքահենք, նորարարական տնտեսությանը և փոքր ու միջին ձեռնարկատիրությանը աջակցություն","Արտադրողականության բարձրացման նպատակով տնտեսության թվայնացման, նորարարական էլեկտրոնային կառավարման համակարգերի ներդրման, գիտելիքահենք գործարարությանը և փոքր ու միջին ձեռնարկատիրությանը աջակցություն","Արտադրողականության աճ, նորարարական և թվայնացված տնտեսություն, ՓՄՁ սուբյեկտների թվաքանակի ավելացու",11005,Մասնագիտական կարողությունների զարգացման նպատակով շահառուներին պետական աջակցություն,"Շահառուների առցանց, համակցված (առցանց և առկա բաղադրիչներով), կամ առկա եղանակով որակավորման կամ վերաորակավորման դասընթացների մասնակցության վճարի փոխհատուցում",Ծառայությունների մատուցում,79520899.7,78983766.6,76783849.3,0.972,22072887.7,24515527.1,24372677.6,0.9940000000000001,100000.0,0.0,0.0,0.0
ՀՀ էկոնոմիկայի նախարարություն,1104,1104,"Գիտելիքահենք, նորարարական տնտեսությանը և փոքր ու միջին ձեռնարկատիրությանը աջակցություն","Արտադրողականության բարձրացման նպատակով տնտեսության թվայնացման, նորարարական էլեկտրոնային կառավարման համակարգերի ներդրման, գիտելիքահենք գործարարությանը և փոքր ու միջին ձեռնարկատիրությանը աջակցություն","Արտադրողականության աճ, նորարարական և թվայնացված տնտեսություն, ՓՄՁ սուբյեկտների թվաքանակի ավելացու",11008,«Նորամուծության և ձեռներեցության ազգային կենտրոն» ՊՈԱԿ-ին աջակցություն,Կազմակերպության նախորդ տարիների հարկային պարտավորությունների մարմանն աջակցություն,Ծառայությունների մատուցում,79520899.7,78983766.6,76783849.3,0.972,22072887.7,24515527.1,24372677.6,0.9940000000000001,0.0,4200.0,4200.0,1.0
ՀՀ էկոնոմիկայի նախարարություն,1104,1104,"Գիտելիքահենք, նորարարական տնտեսությանը և փոքր ու միջին ձեռնարկատիրությանը աջակցություն","Արտադրողականության բարձրացման նպատակով տնտեսության թվայնացման, նորարարական էլեկտրոնային կառավարման համակարգերի ներդրման, գիտելիքահենք գործարարությանը և փոքր ու միջին ձեռնարկատիրությանը աջակցություն","Արտադրողականության աճ, նորարարական և թվայնացված տնտեսություն, ՓՄՁ սուբյեկտների թվաքանակի ավելացու",12001,Տնտեսության արդիականացման միջոցառմանը պետական աջակցություն,Արտադրական հնարավորությունների արդիականացման և նոր տեխնոլոգիաների ներմուծման խթանման նպատակով մատչելի պայմաններով վարկերի տրամադրում,Տրանսֆերտների տրամադրում,79520899.7,78983766.6,76783849.3,0.972,22072887.7,24515527.1,24372677.6,0.9940000000000001,19359687.7,22925619.2,22911668.3,0.9990000000000001
ՀՀ էկոնոմիկայի նախարարություն,1104,1104,"Գիտելիքահենք, նորարարական տնտեսությանը և փոքր ու միջին ձեռնարկատիրությանը աջակցություն","Արտադրողականության բարձրացման նպատակով տնտեսության թվայնացման, նորարարական էլեկտրոնային կառավարման համակարգերի ներդրման, գիտելիքահենք գործարարությանը և փոքր ու միջին ձեռնարկատիրությանը աջակցություն","Արտադրողականության աճ, նորարարական և թվայնացված տնտեսություն, ՓՄՁ սուբյեկտների թվաքանակի ավելացու",12003,Սկսնակ և փոքր բիզնեսին արտոնյալ պայմաններով վարկավորման տրամադրում,Սկսնակ և փոքր բիզնեսին արտոնյալ պայմաններով վարկավորման տրամադրում` վարկերի տարեկան տոկոսադրույքի սուբսիդավորման եղանակով,Տրանսֆերտների տրամադրում,79520899.7,78983766.6,76783849.3,0.972,22072887.7,24515527.1,24372677.6,0.9940000000000001,200000.0,0.0,0.0,0.0
ՀՀ էկոնոմիկայի նախարարություն,1104,1104,"Գիտելիքահենք, նորարարական տնտեսությանը և փոքր ու միջին ձեռնարկատիրությանը աջակցություն","Արտադրողականության բարձրացման նպատակով տնտեսության թվայնացման, նորարարական էլեկտրոնային կառավարման համակարգերի ներդրման, գիտելիքահենք գործարարությանը և փոքր ու միջին ձեռնարկատիրությանը աջակցություն","Արտադրողականության աճ, նորարարական և թվայնացված տնտեսություն, ՓՄՁ սուբյեկտների թվաքանակի ավելացու",12004,Բարձր որակավորում ունեցող մասնագետների ներգրավման նպատակով նախարարության միջոցով տնտեսավարողներին սուբսիդավորում,Հայաստանի Հանրապետության տարածքում գործող ընկերությունների արտադրողականության բարձրացման նպատակով բարձր որակավորում ունեցող մասնագետների ներգրավման աջակցություն,Տրանսֆերտների տրամադրում,79520899.7,78983766.6,76783849.3,0.972,22072887.7,24515527.1,24372677.6,0.9940000000000001,1573200.0,1499200.0,1428184.7,0.953
ՀՀ էկոնոմիկայի նախարարություն,1104,1104,"Գիտելիքահենք, նորարարական տնտեսությանը և փոքր ու միջին ձեռնարկատիրությանը աջակցություն","Արտադրողականության բարձրացման նպատակով տնտեսության թվայնացման, նորարարական էլեկտրոնային կառավարման համակարգերի ներդրման, գիտելիքահենք գործարարությանը և փոքր ու միջին ձեռնարկատիրությանը աջակցություն","Արտադրողականության աճ, նորարարական և թվայնացված տնտեսություն, ՓՄՁ սուբյեկտների թվաքանակի ավելացու",12005,Հայաստանի Հանրապետության Լոռու և Տավուշի մարզերում առաջացած արտակարգ իրավիճակի հետևանքով հայտարարված աղետի գոտիների տարածքներում տնտեսավարողներին աջակցության  տրամադրում,"Լոռու և Տավուշի մարզ-ում առաջ-ծ արտ. իրավիճ. հետևանք հայտ-ած աղետի գոտ. տարածք-ում գործ-ոն իրակ-ող և աղետից տուժած առևտ. կազ-ին կամ անհատ ձեռն-ին, ձեռնարկ-ն գործ-ան վայր հանդի-ող անշարժ գույքի սեփակ-ին կամ սեփ. իրավ. իրավատ-ին աջակց. տրամ-ում",Տրանսֆերտների տրամադրում,79520899.7,78983766.6,76783849.3,0.972,22072887.7,24515527.1,24372677.6,0.9940000000000001,0.0,63507.9,8528.4,0.134
ՀՀ էկոնոմիկայի նախարարություն,1116,1116,Անասնաբուժական ծառայություններ,Անասնահամաճարակային կայուն ֆոնի ապահովում,Գյուղատնտեսական կենդանիների վարակամերժության ապահովում,11001,Գյուղատնտեսական կենդանիների պատվաստում,"Անասնաբուժական ծառայության հակահամաճարակային միջոցառումների, կենդանիների հիվանդությունների կանխարգելման աշխատանքների կազմակերպում և համակարգում, անհրաժեշտ նյութերի ձեռքբերում",Ծառայությունների մատուցում,79520899.7,78983766.6,76783849.3,0.972,2945447.6,3341587.4,3154978.1,0.9440000000000001,2354047.6,2484505.4,2381362.3,0.958
ՀՀ էկոնոմիկայի նախարարություն,1116,1116,Անասնաբուժական ծառայություններ,Անասնահամաճարակային կայուն ֆոնի ապահովում,Գյուղատնտեսական կենդանիների վարակամերժության ապահովում,11005,Հայաստանի Հանրապետությունում խոշոր եղջերավոր կենդանիների համարակալում և հաշվառում,Հայաստանի Հանրապետությունում խոշոր եղջերավոր կենդանիների համարակալման և հաշվառման միջոցառումների իրականացում,Ծառայությունների մատուցում,79520899.7,78983766.6,76783849.3,0.972,2945447.6,3341587.4,3154978.1,0.9440000000000001,465000.0,817082.0,742115.8,0.9079999999999999
ՀՀ էկոնոմիկայի նախարարություն,1116,1116,Անասնաբուժական ծառայություններ,Անասնահամաճարակային կայուն ֆոնի ապահովում,Գյուղատնտեսական կենդանիների վարակամերժության ապահովում,11006,Մթերատվության բարձրացման փորձնական ծրագրի շրջանակներում կովերի արհեստական սերմնավորման միջոցառումների իրականացում,Արհեստական սերմնավորման միջոցով հանրապետությունում անասնագլխաքանակի ավելացում և տոհմային հատկանիշների բարելավում,Ծառայությունների մատուցում,79520899.7,78983766.6,76783849.3,0.972,2945447.6,3341587.4,3154978.1,0.9440000000000001,126400.0,0.0,0.0,0.0
