state_body,program_code,program_code_ext,program_name,program_goal,program_result_desc,subprogram_code,subprogram_name,subprogram_desc,subprogram_type,state_body_annual_plan,state_body_rev_annual_plan,state_body_actual,state_body_actual_vs_rev_annual_plan,program_annual_plan,program_rev_annual_plan,program_actual,program_actual_vs_rev_annual_plan,subprogram_annual_plan,subprogram_rev_annual_plan,subprogram_actual,subprogram_actual_vs_rev_annual_plan
Հանրապետության նախագահի աշխատակազմ,1154,1154,Հանրապետության նախագահի լիազորությունների իրականացման ապահովում,Աջակցել Հանրապետության նախագահի լիազորությունների իրականացման ապահովմանը,ՀՀ նախագահի  Սահմանադրությամբ սահմանված լիազորությունների իրականացման ապահովումը,11001,Հանրապետության նախագահի գործունեության և ներկայացուցչականության ապահովում,Հանրապետության նախագահի` ներքին և արտաքին քաղաքականության առնչությամբ Սահմանադրությամբ սահմանված լիազորությունների իրականացման ապահովում,Ծառայությունների մատուցում,1658673.6,1711427.5,1627337.9,0.951,1658673.6,1711427.5,1627337.9,0.951,1617021.6,1669515.5,1594234.4,0.955
Հանրապետության նախագահի աշխատակազմ,1154,1154,Հանրապետության նախագահի լիազորությունների իրականացման ապահովում,Աջակցել Հանրապետության նախագահի լիազորությունների իրականացման ապահովմանը,ՀՀ նախագահի  Սահմանադրությամբ սահմանված լիազորությունների իրականացման ապահովումը,11005,"ՀՀ պետական կառավարման մարմինների կողմից  դիմումներ, հայցադիմումներ, դատարանի վճիռների  և որոշումների դեմ վերաքննիչ և վճռաբեկ բողոքներ ներկայացնելիս` «Պետական տուրքի մասին» ՀՀ օրենքով սահմանված վճարումներ","ՀՀ պետական կառավարման մարմինների կողմից  դիմումներ, հայցադիմումներ, դատարանի վճիռների  և որոշումների դեմ վերաքննիչ և վճռաբեկ բողոքներ ներկայացնելիս` «Պետական տուրքի մասին» ՀՀ օրենքով սահմանված վճարումներ",Ծառայությունների մատուցում,1658673.6,1711427.5,1627337.9,0.951,1658673.6,1711427.5,1627337.9,0.951,0.0,260.0,260.0,1.0
Հանրապետության նախագահի աշխատակազմ,1154,1154,Հանրապետության նախագահի լիազորությունների իրականացման ապահովում,Աջակցել Հանրապետության նախագահի լիազորությունների իրականացման ապահովմանը,ՀՀ նախագահի  Սահմանադրությամբ սահմանված լիազորությունների իրականացման ապահովումը,31001,Հանրապետության նախագահի աշխատակազմի տեխնիկական հագեցվածության բարելավում,Հանրապետության նախագահի աշխատակազմի աշխատանքային պայմանների բարելավման համար վարչական սարքավորումների ձեռքբերում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,1658673.6,1711427.5,1627337.9,0.951,1658673.6,1711427.5,1627337.9,0.951,41652.0,41652.0,32843.5,0.789
ՀՀ Ազգային ժողով,1024,1024,ՀՀ Ազգային ժողովի լիազորությունների իրականացման ապահովում,Օրենսդրական դաշտի ձևավորում և կատարելագործում,Արդյունավետ օրենսդրական դաշտի ապահովում,11001,"ՀՀ Ազգային ժողովի գործունեության ապահովում, օրենսդրական, վերլուծական և ներկայացուցչական ծառայություններ","Իրավական ակտերի նախագծերի մասնագիտական փորձաքննություն, արտաքին կապերի կառավարում, տեղեկատվության և խորհրդատվության տրամադրում",Ծառայությունների մատուցում,7072937.0,7603028.3,7484585.7,0.9840000000000001,7072937.0,7603028.3,7484585.7,0.9840000000000001,6027152.8,6705046.5,6685356.2,0.997
ՀՀ Ազգային ժողով,1024,1024,ՀՀ Ազգային ժողովի լիազորությունների իրականացման ապահովում,Օրենսդրական դաշտի ձևավորում և կատարելագործում,Արդյունավետ օրենսդրական դաշտի ապահովում,11002,ՀՀ Ազգային ժողովի աշխատակազմի պետական ծառայողների վերապատրաստում,ՀՀ Ազգային ժողովի աշխատակազմի պետական ծառայողների մասնագիտական հմտությունների և կարողությունների զարգացում,Ծառայությունների մատուցում,7072937.0,7603028.3,7484585.7,0.9840000000000001,7072937.0,7603028.3,7484585.7,0.9840000000000001,1309.2,1309.2,987.0,0.754
ՀՀ Ազգային ժողով,1024,1024,ՀՀ Ազգային ժողովի լիազորությունների իրականացման ապահովում,Օրենսդրական դաշտի ձևավորում և կատարելագործում,Արդյունավետ օրենսդրական դաշտի ապահովում,11003,ՀՀ Ազգային ժողովի դերի բարձրացմանն  ուղղված միջոցառումների իրականացում,"ՀՀ ԱԺ նախագահի հովանու ներքո իրականացվող գիտական, կրթական, մշակութային և սպորտային միջոցառումների կազմակերպում",Ծառայությունների մատուցում,7072937.0,7603028.3,7484585.7,0.9840000000000001,7072937.0,7603028.3,7484585.7,0.9840000000000001,151341.0,151249.0,145288.0,0.961
ՀՀ Ազգային ժողով,1024,1024,ՀՀ Ազգային ժողովի լիազորությունների իրականացման ապահովում,Օրենսդրական դաշտի ձևավորում և կատարելագործում,Արդյունավետ օրենսդրական դաշտի ապահովում,12001,Միջազգային խորհրդարանական կազմակերպություններին ՀՀ անդամակցության վճարներ,"ՀՀ անդամակցություն միջազգային խորհրդարանական կազմակերպություններին, միջազգային կազմակերպությունների աշխատանքներին ՀՀ մասնակցություն, երկրում նրանց կողմից ծրագրերի իրականացման ապահովում",Տրանսֆերտների տրամադրում,7072937.0,7603028.3,7484585.7,0.9840000000000001,7072937.0,7603028.3,7484585.7,0.9840000000000001,114832.8,134980.8,134980.4,1.0
ՀՀ Ազգային ժողով,1024,1024,ՀՀ Ազգային ժողովի լիազորությունների իրականացման ապահովում,Օրենսդրական դաշտի ձևավորում և կատարելագործում,Արդյունավետ օրենսդրական դաշտի ապահովում,12002,Աջակցություն կուսակցություններին և կուսակցությունների        դաշինքներին,Օրենսդրությամբ (օրենքներով և կառավարության որոշումներով) նախատեսված օժանդակություն և փոխհատուցումներ,Տրանսֆերտների տրամադրում,7072937.0,7603028.3,7484585.7,0.9840000000000001,7072937.0,7603028.3,7484585.7,0.9840000000000001,520733.7,505308.7,456081.9,0.903
ՀՀ Ազգային ժողով,1024,1024,ՀՀ Ազգային ժողովի լիազորությունների իրականացման ապահովում,Օրենսդրական դաշտի ձևավորում և կատարելագործում,Արդյունավետ օրենսդրական դաշտի ապահովում,31001,Ազգային ժողովի տեխնիկական հագեցվածության բարելավում,Ազգային ժողովի աշխատակազմի աշխատանքային պայմանների բարելավման համար վարչական սարքավորումների ձեռքբերում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,7072937.0,7603028.3,7484585.7,0.9840000000000001,7072937.0,7603028.3,7484585.7,0.9840000000000001,257567.5,78810.1,61892.2,0.785
ՀՀ Ազգային ժողով,1024,1024,ՀՀ Ազգային ժողովի լիազորությունների իրականացման ապահովում,Օրենսդրական դաշտի ձևավորում և կատարելագործում,Արդյունավետ օրենսդրական դաշտի ապահովում,31003,ՀՀ Ազգային ժողովի շենքային պայմանների բարելավում,ՀՀ Ազգային ժողովի շենք-շինությունների կապիտալ վերանորոգում և նախագծանախահաշվային փաստաթղթերի ձեռքբերում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,7072937.0,7603028.3,7484585.7,0.9840000000000001,7072937.0,7603028.3,7484585.7,0.9840000000000001,0.0,26324.0,0.0,0.0
ՀՀ վարչապետի  աշխատակազմ,1018,1018,Պետական հատվածի արդիականացման ծրագիր,Ընտրված էլեկտրոնային կառավարման կատարելագործված ծառայությունների հասանելիության բարելավում,"Ծառայությունների մատուցման էլեկտրոնային կառավարման լուծումների իրագործում, հանրային հատվածի արդիականացման և կառավարման բարեփոխումների ընդգրկուն ընթացքի ապահովում",11004,Համաշխարհային բանկի աջակցությամբ իրականացվող Պետական հատվածի արդիականացման չորրորդ ծրագրի շրջանակներում խորհրդատվական ծառայությունների ձեռքբերում,ՀՀ հանրային հատվածի բարեփոխումների մշակման և իրականացման խորհրդատվական ծառայությունների ձեռքբերում,Ծառայությունների մատուցում,24283991.8,23447706.7,22507193.7,0.96,3954379.0,866779.0,843230.3,0.973,141386.6,115786.6,114094.6,0.985
ՀՀ վարչապետի  աշխատակազմ,1018,1018,Պետական հատվածի արդիականացման ծրագիր,Ընտրված էլեկտրոնային կառավարման կատարելագործված ծառայությունների հասանելիության բարելավում,"Ծառայությունների մատուցման էլեկտրոնային կառավարման լուծումների իրագործում, հանրային հատվածի արդիականացման և կառավարման բարեփոխումների ընդգրկուն ընթացքի ապահովում",32003,Համաշխարհային բանկի աջակցությամբ իրականացվող Պետական հատվածի արդիականացման չորրորդ  ծրագրի շրջանակներում էլեկտրոնային կառավարման համակարգերի և սարքավորումների ձեռքբերում,Համաշխարհային բանկի աջակցությամբ իրականացվող Պետական հատվածի արդիականացման չորրորդ ծրագրի շրջանակներում էլեկտրոնային կառավարման համակարգերի և սարքավորումների ձեռքբերում,Այլ պետական կազմակերպությունների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,24283991.8,23447706.7,22507193.7,0.96,3954379.0,866779.0,843230.3,0.973,3812992.4,750992.4,729135.6,0.971
ՀՀ վարչապետի  աշխատակազմ,1033,1033,Աջակցություն հասարակական և այլ կազմակերպություններին,Քաղաքացիական հասարակության զարգացում,Հասարակության կայուն զարգացման գործընթացներում քաղաքացիական հասարակության կառույցների ընդգրկվածություն և մասնակցություն,11002,Պետական կառավարման գործընթացներին քաղաքացիական հասարակության մասնակցության ապահովում,Հանրային խորհրդի բնականոն գործունեության ապահովում,Ծառայությունների մատուցում,24283991.8,23447706.7,22507193.7,0.96,75941.0,68341.0,63941.0,0.9359999999999999,12000.0,4400.0,0.0,0.0
ՀՀ վարչապետի  աշխատակազմ,1033,1033,Աջակցություն հասարակական և այլ կազմակերպություններին,Քաղաքացիական հասարակության զարգացում,Հասարակության կայուն զարգացման գործընթացներում քաղաքացիական հասարակության կառույցների ընդգրկվածություն և մասնակցություն,11003,Աջակցություն հասարակական կազմակերպություններին,Աջակցություն հասարակական կազմակերպություններին,Ծառայությունների մատուցում,24283991.8,23447706.7,22507193.7,0.96,75941.0,68341.0,63941.0,0.9359999999999999,38941.0,38941.0,38941.0,1.0
ՀՀ վարչապետի  աշխատակազմ,1033,1033,Աջակցություն հասարակական և այլ կազմակերպություններին,Քաղաքացիական հասարակության զարգացում,Հասարակության կայուն զարգացման գործընթացներում քաղաքացիական հասարակության կառույցների ընդգրկվածություն և մասնակցություն,12001,Պետական աջակցություն ազգային փոքրամասնությունների հասարակական կազմակերպություններին,Պետական աջակցություն ազգային փոքրամասնությունների հասարակական կազմակերպություններին,Տրանսֆերտների տրամադրում,24283991.8,23447706.7,22507193.7,0.96,75941.0,68341.0,63941.0,0.9359999999999999,25000.0,25000.0,25000.0,1.0
ՀՀ վարչապետի  աշխատակազմ,1091,1091,Հանրային իրազեկում,"Հանրային կապերի, պետական մարմինների թափանցիկության, տեղեկատվության մատչելիության ապահովում","Հանրության իրազեկվածության մակարդակի բարելավում, ՀՀ համար կարևոր նշանակություն ունեցող իրադարձությունների լուսաբանում",11001,Հանրային իրազեկում և հասարակական-քաղաքագիտական հետազոտություններ,"Կառավարության գործունեության լուսաբանում, թեմատիկ վերլուծություններ և ԶԼՄ-ների ամենօրյա մշտադիտարկում",Ծառայությունների մատուցում,24283991.8,23447706.7,22507193.7,0.96,1263468.4,1263468.4,1263468.3,1.0,728187.6,728187.6,728187.6,1.0
ՀՀ վարչապետի  աշխատակազմ,1091,1091,Հանրային իրազեկում,"Հանրային կապերի, պետական մարմինների թափանցիկության, տեղեկատվության մատչելիության ապահովում","Հանրության իրազեկվածության մակարդակի բարելավում, ՀՀ համար կարևոր նշանակություն ունեցող իրադարձությունների լուսաբանում",11004,"Տեղեկատվության ձեռքբերման, պահպանման և արխիվացման ծառայություններ","Տեղեկատվության ձեռքբերման, պահպանման և արխիվացման ծառայություններ",Ծառայությունների մատուցում,24283991.8,23447706.7,22507193.7,0.96,1263468.4,1263468.4,1263468.3,1.0,179332.4,179332.4,179332.4,1.0
ՀՀ վարչապետի  աշխատակազմ,1091,1091,Հանրային իրազեկում,"Հանրային կապերի, պետական մարմինների թափանցիկության, տեղեկատվության մատչելիության ապահովում","Հանրության իրազեկվածության մակարդակի բարելավում, ՀՀ համար կարևոր նշանակություն ունեցող իրադարձությունների լուսաբանում",11011,ՀՀ վերաբերյալ պաշտոնական տեղեկատվության ապահովում  նաև միջազգային հարթակներում,"Հանրության իրազեկվածության մակարդակի բարելավում, ՀՀ վերաբերյալ օբյեկտիվ տեղեկատվության ավելի լայն լսարանի ներգրավում",Ծառայությունների մատուցում,24283991.8,23447706.7,22507193.7,0.96,1263468.4,1263468.4,1263468.3,1.0,98998.8,98998.8,98998.8,1.0
ՀՀ վարչապետի  աշխատակազմ,1091,1091,Հանրային իրազեկում,"Հանրային կապերի, պետական մարմինների թափանցիկության, տեղեկատվության մատչելիության ապահովում","Հանրության իրազեկվածության մակարդակի բարելավում, ՀՀ համար կարևոր նշանակություն ունեցող իրադարձությունների լուսաբանում",12001,«Միր» միջպետական հեռուստառադիոընկերության ՀՀ մասնաբաժնի վճար,ԱՊՀ երկրներում հեռուստառադիոծրագրերի հեռարձակում,Տրանսֆերտների տրամադրում,24283991.8,23447706.7,22507193.7,0.96,1263468.4,1263468.4,1263468.3,1.0,256949.6,256949.6,256949.5,1.0
ՀՀ վարչապետի  աշխատակազմ,1132,1132,Քաղաքացիական ծառայողների վերապատրաստում,Քաղաքացիական ծառայողների աշխատանքի  արդյունավետության բարելավում,"Քաղաքացիական ծառայության ոլորտում անկախ, արհեստավարժ և բարոյական բարձր հատկանիշներով օժտված կադրերի ապահովումը",11001,ՀՀ քաղաքացիական ծառայողների վերապատրաստման ծառայություններ,Քաղաքացիական ծառայողների մասնագիտական գիտելիքների և աշխատանքային ունակությունների հետևողական վերապատրաստման և ուսուցման ծառայություններ,Ծառայությունների մատուցում,24283991.8,23447706.7,22507193.7,0.96,7308.0,5636.0,5636.0,1.0,7308.0,5636.0,5636.0,1.0
ՀՀ վարչապետի  աշխատակազմ,1136,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11001,"Ծառայությունների, ծրագրերի համակարգում","Աջակցություն ՀՀ կառավարությանը` քաղաքականության և ծրագրերի մշակման և իրականացման գործընթացում, վերահսկողության կատարման գործընթացում",Ծառայությունների մատուցում,24283991.8,23447706.7,22507193.7,0.96,6790339.8,7610474.6,7238757.4,0.951,5530125.4,5852332.3,5544354.4,0.9470000000000001
ՀՀ վարչապետի  աշխատակազմ,1136,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11004,Աջակցություն ՀՀ վարչապետի աշխատակազմի ներքո գործող Արդյունահանող ճյուղերի թափանցիկության նախաձեռնության քարտուղարությանը,"Ազգային ծրագրով նախատեսված տեխնիկական առաջադրանքների նախագծերի հաստատման ենթակա փաստաթղթերի կազմում, հանրային իրազեկման միջոցառումների իրականացում և դոնոր կազմակերպությունների հետ աշխատանքի համակարգում",Ծառայությունների մատուցում,24283991.8,23447706.7,22507193.7,0.96,6790339.8,7610474.6,7238757.4,0.951,23600.0,13600.0,12648.8,0.93
ՀՀ վարչապետի  աշխատակազմ,1136,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11005,Սպասարկման ծառայություններ,ՀՀ Կառավարական շենքերի և այլ գույքի սպասարկում,Ծառայությունների մատուցում,24283991.8,23447706.7,22507193.7,0.96,6790339.8,7610474.6,7238757.4,0.951,467478.3,481091.1,481091.1,1.0
ՀՀ վարչապետի  աշխատակազմ,1136,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11007,"ՀՀ պետական կառավարման մարմինների կողմից դիմումներ, հայցադիմումներ, դատարանի վճիռների և որոշումների դեմ վերաքննիչ և վճռաբեկ բողոքներ ներկայացնելիս` «Պետական տուրքի մասին» ՀՀ օրենքով սահմանված վճարումներ","ՀՀ պետական կառավարման մարմինների կողմից դիմումներ, հայցադիմումներ, դատարանի վճիռների և րոշումների դեմ վերաքննիչ և վճռաբեկ բողոքներ ներկայացնելիս` «Պետական տուրքի մասին» ՀՀ օրենքով սահմանված վճարումներ",Ծառայությունների մատուցում,24283991.8,23447706.7,22507193.7,0.96,6790339.8,7610474.6,7238757.4,0.951,0.0,13209.3,13209.3,1.0
ՀՀ վարչապետի  աշխատակազմ,1136,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11010,ՀՀ բարձրաստիճան պաշտոնատար անձանց գերատեսչական առանձնատների և տարածքների շահագործում և սպասարկում,ՀՀ բարձրաստիճան պաշտոնատար անձանց գերատեսչական առանձնատների և տարածքների  շահագործման և սպասարկման ծառայություններ,Ծառայությունների մատուցում,24283991.8,23447706.7,22507193.7,0.96,6790339.8,7610474.6,7238757.4,0.951,621340.1,617340.1,617340.1,1.0
ՀՀ վարչապետի  աշխատակազմ,1136,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11018,Խորհրդատվական և վերլուծական ծառայություններ,"Մասնագիտական, խորհրդատվական և վերլուծական ծառայությունների ձեռքբերում",Ծառայությունների մատուցում,24283991.8,23447706.7,22507193.7,0.96,6790339.8,7610474.6,7238757.4,0.951,0.0,253757.9,253522.6,0.9990000000000001
ՀՀ վարչապետի  աշխատակազմ,1136,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11024,Ֆրանկոֆոնիայի 2027 թվականի խաղերի ազգային կոմիտեի աշխատանքների համակարգում,Ֆրանկոֆոնիայի 2027 թվականի խաղերի ազգային կոմիտեի աշխատանքների համակարգման ապահովում,Ծառայությունների մատուցում,24283991.8,23447706.7,22507193.7,0.96,6790339.8,7610474.6,7238757.4,0.951,0.0,25903.4,2514.1,0.09699999999999999
ՀՀ վարչապետի  աշխատակազմ,1136,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,12006,Պետական սեփականություն հանդիսացող կառույցների ու տարածքների պայմանների բարելավման ապահովում,Պետական սեփականություն հանդիսացող կառույցների ու տարածքների պայմանների բարելավման ապահովում,Տրանսֆերտների տրամադրում,24283991.8,23447706.7,22507193.7,0.96,6790339.8,7610474.6,7238757.4,0.951,0.0,111685.9,88437.0,0.792
ՀՀ վարչապետի  աշխատակազմ,1136,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,31001,Մաքսային միությանը և Միասնական տնտեսական տարածությանը ՀՀ անդամակցության շրջանակում միասնական տեղեկատվական տարածության և ինտեգրացված տեղեկատվական համակարգերի ստեղծում և պահպանում,Մաքսային միությանը և Միասնական տնտեսական տարածությանը ՀՀ անդամակցության շրջանակում միասնական տեղեկատվական տարածության և ինտեգրացված տեղեկատվական համակարգերի ստեղծում և պահպանում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,24283991.8,23447706.7,22507193.7,0.96,6790339.8,7610474.6,7238757.4,0.951,122796.0,116296.0,107920.6,0.9279999999999999
ՀՀ վարչապետի  աշխատակազմ,1136,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,31002,ՀՀ վարչապետի աշխատակազմի տեխնիկական հագեցվածության բարելավում,ՀՀ վարչապետի աշխատակազմի աշխատանքային պայմանների բարելավման նպատակով վարչական սարքավորումների ձեռքբերում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,24283991.8,23447706.7,22507193.7,0.96,6790339.8,7610474.6,7238757.4,0.951,25000.0,89058.6,85919.4,0.965
ՀՀ վարչապետի  աշխատակազմ,1136,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,31009,"Պետական սեփականություն հանդիսացող կառավարական շենքերի վերակառուցում, հիմնանորոգում","Պետական սեփականություն հանդիսացող կառավարական շենքերի վերակառուցում, հիմնանորոգում, նախագծանախահաշվային փաստաթղթերի մշակում և այլ համաշինարարական աշխատանքներ",Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,24283991.8,23447706.7,22507193.7,0.96,6790339.8,7610474.6,7238757.4,0.951,0.0,36200.0,31800.0,0.878
ՀՀ վարչապետի  աշխատակազմ,1156,1156,Հայաստան-Սփյուռք գործակցության ծրագիր,Նպաստել Հայաստանի և հայկական սփյուռքի միջև կապերի ամրապնդմանը և զարգացմանը,"Հայաստանի և Սփյուռքի միջև կրթական, մշակութային և երիտասարդական հաղորդակցության, ճանաչողության և տեղեկացվածության մակարդակի բարձրացում",11007,Քայլ դեպի տուն,"Սփյուռքի հայ երիտասարդության և պատանիների ուսումնաճանաչողական այցելությունների, հայերենի ուսուցման դասընթացների կազմակերպում և հայրենիքի մասին գիտելիքների փոխանցում",Ծառայությունների մատուցում,24283991.8,23447706.7,22507193.7,0.96,551467.0,442719.4,434406.9,0.981,127472.2,112791.2,112786.8,1.0
ՀՀ վարչապետի  աշխատակազմ,1156,1156,Հայաստան-Սփյուռք գործակցության ծրագիր,Նպաստել Հայաստանի և հայկական սփյուռքի միջև կապերի ամրապնդմանը և զարգացմանը,"Հայաստանի և Սփյուռքի միջև կրթական, մշակութային և երիտասարդական հաղորդակցության, ճանաչողության և տեղեկացվածության մակարդակի բարձրացում",11008,Սփյուռքի երիտասարդ առաջնորդների վերապատրաստում,"Հայաստանյան իրականության վերաբերյալ իրազեկվածության մակարդակի բարձրացում, համայնքային գործունեության ակտիվացմանը նպաստող նոր հմտությունների ձեռքբերում, Սփյուռքի երիտասարդ առաջնորդների ցանցի ընդլայնում",Ծառայությունների մատուցում,24283991.8,23447706.7,22507193.7,0.96,551467.0,442719.4,434406.9,0.981,26603.1,24896.1,24832.0,0.997
ՀՀ վարչապետի  աշխատակազմ,1156,1156,Հայաստան-Սփյուռք գործակցության ծրագիր,Նպաստել Հայաստանի և հայկական սփյուռքի միջև կապերի ամրապնդմանը և զարգացմանը,"Հայաստանի և Սփյուռքի միջև կրթական, մշակութային և երիտասարդական հաղորդակցության, ճանաչողության և տեղեկացվածության մակարդակի բարձրացում",11010,Հայաստան-Սփյուռք գործակցության վերաբերյալ իրազեկման ապահովում,"Հայաստան-Սփյուռք համագործակցության, հայրենադարձության, Սփյուռքից ներդրումների, Հայաստան-Սփյուռք գործակցության ծրագրերի ներկայացման ուղղություններով հեռուստահաղորդումների, տեսանյութերի պատվիրում և Սփյուռքում արբանյակային հեռարձակում",Ծառայությունների մատուցում,24283991.8,23447706.7,22507193.7,0.96,551467.0,442719.4,434406.9,0.981,60000.0,54860.0,54381.0,0.991
ՀՀ վարչապետի  աշխատակազմ,1156,1156,Հայաստան-Սփյուռք գործակցության ծրագիր,Նպաստել Հայաստանի և հայկական սփյուռքի միջև կապերի ամրապնդմանը և զարգացմանը,"Հայաստանի և Սփյուռքի միջև կրթական, մշակութային և երիտասարդական հաղորդակցության, ճանաչողության և տեղեկացվածության մակարդակի բարձրացում",11011,Աշխատանք Սփյուռքի համայնքներում,"Աշխատանքային այցելություններ Սփյուռքի համայնքներ` մոտիկից ծանոթանալու համայնքների խնդիրներին, դրանց լուծման ուղիների քննարկում և մշակում, տեղերում մասնակցելու կազմակերպված մշակութային, համայնքային և այլ միջոցառումներին",Ծառայությունների մատուցում,24283991.8,23447706.7,22507193.7,0.96,551467.0,442719.4,434406.9,0.981,51045.8,42835.8,40252.2,0.94
ՀՀ վարչապետի  աշխատակազմ,1156,1156,Հայաստան-Սփյուռք գործակցության ծրագիր,Նպաստել Հայաստանի և հայկական սփյուռքի միջև կապերի ամրապնդմանը և զարգացմանը,"Հայաստանի և Սփյուռքի միջև կրթական, մշակութային և երիտասարդական հաղորդակցության, ճանաչողության և տեղեկացվածության մակարդակի բարձրացում",11012,«ի Գործ» սփյուռքահայ մասնագետների ներգրավում ՀՀ պետական կառավարման համակարգում,Սփյուռքի մասնագիտական ներուժի ներգրավում ՀՀ պետական կառավարման համակարգում,Ծառայությունների մատուցում,24283991.8,23447706.7,22507193.7,0.96,551467.0,442719.4,434406.9,0.981,242582.8,167400.2,163207.2,0.975
ՀՀ վարչապետի  աշխատակազմ,1156,1156,Հայաստան-Սփյուռք գործակցության ծրագիր,Նպաստել Հայաստանի և հայկական սփյուռքի միջև կապերի ամրապնդմանը և զարգացմանը,"Հայաստանի և Սփյուռքի միջև կրթական, մշակութային և երիտասարդական հաղորդակցության, ճանաչողության և տեղեկացվածության մակարդակի բարձրացում",11013,Հայրենադարձության և ինտեգրման կենտրոն,"Հայրենադարձության և ինտեգրման կենտրոնը համապարփակ հարթակ է, որն իրականացնում է սփյուռքից հայրենադարձների համալիր աջակցության գործընթաց ու ծառայությունների մատուցում",Ծառայությունների մատուցում,24283991.8,23447706.7,22507193.7,0.96,551467.0,442719.4,434406.9,0.981,27263.1,23436.1,22447.7,0.958
ՀՀ վարչապետի  աշխատակազմ,1156,1156,Հայաստան-Սփյուռք գործակցության ծրագիր,Նպաստել Հայաստանի և հայկական սփյուռքի միջև կապերի ամրապնդմանը և զարգացմանը,"Հայաստանի և Սփյուռքի միջև կրթական, մշակութային և երիտասարդական հաղորդակցության, ճանաչողության և տեղեկացվածության մակարդակի բարձրացում",12001,Աջակցություն սփյուռքի հայալեզու լրատվամիջոցներին,"Հայկական լրատվամիջոցների, գործող կայք էջերի և հեռուստաալիքների միջոցով հայ ազգաբնակչության շրջանում` տարածաշրջանի քաղաքական, սոցիալական, ազգային և մշակութային կյանքի վերաբերյալ տեղեկատվության տարածում",Տրանսֆերտների տրամադրում,24283991.8,23447706.7,22507193.7,0.96,551467.0,442719.4,434406.9,0.981,16500.0,16500.0,16500.0,1.0
