state_body,program_code,program_code_ext,program_name,program_goal,program_result_desc,subprogram_code,subprogram_name,subprogram_desc,subprogram_type,state_body_annual_plan,state_body_rev_annual_plan,state_body_period_plan,state_body_rev_period_plan,state_body_actual,state_body_actual_vs_rev_annual_plan,state_body_actual_vs_rev_period_plan,program_annual_plan,program_rev_annual_plan,program_period_plan,program_rev_period_plan,program_actual,program_actual_vs_rev_annual_plan,program_actual_vs_rev_period_plan,subprogram_annual_plan,subprogram_rev_annual_plan,subprogram_period_plan,subprogram_rev_period_plan,subprogram_actual,subprogram_actual_vs_rev_annual_plan,subprogram_actual_vs_rev_period_plan
ՀՀ վարչապետի  աշխատակազմ,1018,1018,Պետական հատվածի արդիականացման ծրագիր,Ընտրված էլեկտրոնային կառավարման կատարելագործված ծառայությունների հասանելիության բարելավում,"Ծառայությունների մատուցման էլեկտրոնային կառավարման լուծումների իրագործում, հանրային հատվածի արդիականացման և կառավարման բարեփոխումների ընդգրկուն ընթացքի ապահովում:",11004,Համաշխարհային բանկի աջակցությամբ իրականացվող Պետական հատվածի արդիականացման չորրորդ ծրագրի շրջանակներում խորհրդատվական ծառայությունների ձեռքբերում,ՀՀ հանրային հատվածի բարեփոխումների մշակման և իրականացման խորհրդատվական ծառայությունների ձեռքբերում,,25907043.5,27403807.9,5695412.8,6535882.0,3509221.3,0.128,0.537,4672510.1,4672510.1,220402.4,220402.4,79882.2,0.017,0.36200000000000004,259978.6,259978.6,113042.2,113042.2,78812.6,0.303,0.6970000000000001
ՀՀ վարչապետի  աշխատակազմ,1018,1018,Պետական հատվածի արդիականացման ծրագիր,Ընտրված էլեկտրոնային կառավարման կատարելագործված ծառայությունների հասանելիության բարելավում,"Ծառայությունների մատուցման էլեկտրոնային կառավարման լուծումների իրագործում, հանրային հատվածի արդիականացման և կառավարման բարեփոխումների ընդգրկուն ընթացքի ապահովում:",32003,Համաշխարհային բանկի աջակցությամբ իրականացվող Պետական հատվածի արդիականացման չորրորդ  ծրագրի շրջանակներում էլեկտրոնային կառավարման համակարգերի և սարքավորումների ձեռքբերում,Համաշխարհային բանկի աջակցությամբ իրականացվող  Պետական հատվածի արդիականացման չորրորդ  ծրագրի շրջանակներում էլեկտրոնային կառավարման համակարգերի  և սարքավորումների ձեռքբերում,,25907043.5,27403807.9,5695412.8,6535882.0,3509221.3,0.128,0.537,4672510.1,4672510.1,220402.4,220402.4,79882.2,0.017,0.36200000000000004,4412531.5,4412531.5,107360.2,107360.2,1069.7,0.0,0.01
ՀՀ վարչապետի  աշխատակազմ,1033,1033,Աջակցություն հասարակական և այլ կազմակերպություններին,Քաղաքացիական հասարակության զարգացում,Հասարակության կայուն զարգացման գործընթացներում քաղաքացիական հասարակության կառույցների ընդգրկվածություն և մասնակցություն,11002,Պետական կառավարման գործընթացներին քաղաքացիական հասարակության մասնակցության ապահովում,Հանրային խորհրդի բնականոն գործունեության  ապահովում,,25907043.5,27403807.9,5695412.8,6535882.0,3509221.3,0.128,0.537,78813.0,78813.0,38887.3,38887.3,23998.0,0.304,0.617,12000.0,12000.0,4436.0,4436.0,0.0,0.0,0.0
ՀՀ վարչապետի  աշխատակազմ,1033,1033,Աջակցություն հասարակական և այլ կազմակերպություններին,Քաղաքացիական հասարակության զարգացում,Հասարակության կայուն զարգացման գործընթացներում քաղաքացիական հասարակության կառույցների ընդգրկվածություն և մասնակցություն,11003,Աջակցություն հասարակական կազմակերպություններին,Աջակցություն հասարակական կազմակերպություններին,Ծառայությունների մատուցում,25907043.5,27403807.9,5695412.8,6535882.0,3509221.3,0.128,0.537,78813.0,78813.0,38887.3,38887.3,23998.0,0.304,0.617,41813.0,41813.0,10453.3,10453.3,0.0,0.0,0.0
ՀՀ վարչապետի  աշխատակազմ,1033,1033,Աջակցություն հասարակական և այլ կազմակերպություններին,Քաղաքացիական հասարակության զարգացում,Հասարակության կայուն զարգացման գործընթացներում քաղաքացիական հասարակության կառույցների ընդգրկվածություն և մասնակցություն,12001,Պետական աջակցություն ազգային փոքրամասնությունների հասարակական կազմակերպություններին,Պետական աջակցություն ազգային փոքրամասնությունների հասարակական կազմակերպություններին,Տրանսֆերտների տրամադրում,25907043.5,27403807.9,5695412.8,6535882.0,3509221.3,0.128,0.537,78813.0,78813.0,38887.3,38887.3,23998.0,0.304,0.617,25000.0,25000.0,23998.0,23998.0,23998.0,0.96,1.0
ՀՀ վարչապետի  աշխատակազմ,1091,1091,Հանրային իրազեկում,"Հանրային կապերի, պետական մարմինների թափանցիկության, տեղեկատվության մատչելիության ապահովում","Հանրության իրազեկվածության մակարդակի բարելավում, ՀՀ համար կարևոր նշանակություն ունեցող իրադարձությունների լուսաբանում",11001,Հանրային իրազեկում և հասարակական-քաղաքագիտական հետազոտություններ,"Կառավարության գործունեության լուսաբանում, թեմատիկ վերլուծություններ և ԶԼՄ-ների ամենօրյա մշտադիտարկում",Ծառայությունների մատուցում,25907043.5,27403807.9,5695412.8,6535882.0,3509221.3,0.128,0.537,1346463.4,1346463.4,336614.0,336614.0,336614.0,0.25,1.0,785487.6,785487.6,196370.0,196370.0,196370.0,0.25,1.0
ՀՀ վարչապետի  աշխատակազմ,1091,1091,Հանրային իրազեկում,"Հանրային կապերի, պետական մարմինների թափանցիկության, տեղեկատվության մատչելիության ապահովում","Հանրության իրազեկվածության մակարդակի բարելավում, ՀՀ համար կարևոր նշանակություն ունեցող իրադարձությունների լուսաբանում",11004,"Տեղեկատվության ձեռքբերման, պահպանման և արխիվացման ծառայություններ","Տեղեկատվության ձեռքբերման, պահպանման և արխիվացման ծառայություններ",Ծառայությունների մատուցում,25907043.5,27403807.9,5695412.8,6535882.0,3509221.3,0.128,0.537,1346463.4,1346463.4,336614.0,336614.0,336614.0,0.25,1.0,179332.4,179332.4,44833.1,44833.1,44833.1,0.25,1.0
ՀՀ վարչապետի  աշխատակազմ,1091,1091,Հանրային իրազեկում,"Հանրային կապերի, պետական մարմինների թափանցիկության, տեղեկատվության մատչելիության ապահովում","Հանրության իրազեկվածության մակարդակի բարելավում, ՀՀ համար կարևոր նշանակություն ունեցող իրադարձությունների լուսաբանում",11011,ՀՀ վերաբերյալ պաշտոնական տեղեկատվության   ապահովում  նաև միջազգային հարթակներում,"Հանրության իրազեկվածության մակարդակի բարելավում, ՀՀ վերաբերյալ օբյեկտիվ տեղեկատվության ավելի լայն լսարանի ներգրավում",Ծառայությունների մատուցում,25907043.5,27403807.9,5695412.8,6535882.0,3509221.3,0.128,0.537,1346463.4,1346463.4,336614.0,336614.0,336614.0,0.25,1.0,98998.8,98998.8,24749.7,24749.7,24749.7,0.25,1.0
ՀՀ վարչապետի  աշխատակազմ,1091,1091,Հանրային իրազեկում,"Հանրային կապերի, պետական մարմինների թափանցիկության, տեղեկատվության մատչելիության ապահովում","Հանրության իրազեկվածության մակարդակի բարելավում, ՀՀ համար կարևոր նշանակություն ունեցող իրադարձությունների լուսաբանում",12001,«Միր» միջպետական հեռուստառադիոընկերության ՀՀ մասնաբաժնի վճար,ԱՊՀ երկրներում հեռուստառադիոծրագրերի հեռարձակում,Տրանսֆերտների տրամադրում,25907043.5,27403807.9,5695412.8,6535882.0,3509221.3,0.128,0.537,1346463.4,1346463.4,336614.0,336614.0,336614.0,0.25,1.0,282644.6,282644.6,70661.2,70661.2,70661.2,0.25,1.0
ՀՀ վարչապետի  աշխատակազմ,1132,1132,Քաղաքացիական ծառայողների վերապատրաստում,Քաղաքացիական ծառայողների աշխատանքի  արդյունավետության բարելավում,"Քաղաքացիական ծառայության ոլորտում անկախ, արհեստավարժ և բարոյական բարձր հատկանիշներով օժտված կադրերի ապահովումը",11001,ՀՀ քաղաքացիական ծառայողների վերապատրաստման ծառայություններ,Քաղաքացիական ծառայողների մասնագիտական գիտելիքների և աշխատանքային ունակությունների հետևողական վերապատրաստման և ուսուցման ծառայություններ,Ծառայությունների մատուցում,25907043.5,27403807.9,5695412.8,6535882.0,3509221.3,0.128,0.537,12152.0,12152.0,0.0,0.0,0.0,0.0,0.0,12152.0,12152.0,0.0,0.0,0.0,0.0,0.0
ՀՀ վարչապետի  աշխատակազմ,1136,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11001,"Ծառայությունների, ծրագրերի համակարգում","Աջակցություն ՀՀ կառավարությանը` քաղաքականության և ծրագրերի մշակման և իրականացման գործընթացում, վերահսկողության կատարման գործընթացում",Ծառայությունների մատուցում,25907043.5,27403807.9,5695412.8,6535882.0,3509221.3,0.128,0.537,7840971.5,9172874.3,2559697.2,3235304.8,1557307.6,0.17,0.48100000000000004,5460125.4,5458125.4,1259406.1,1257406.1,947063.4,0.174,0.753
ՀՀ վարչապետի  աշխատակազմ,1136,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11004,Աջակցություն ՀՀ վարչապետի աշխատակազմի ներքո գործող Արդյունահանող ճյուղերի թափանցիկության նախաձեռնության քարտուղարությանը,"Ազգային ծրագրով նախատեսված տեխնիկական առաջադրանքների նախագծերի հաստատման ենթակա փաստաթղթերի կազմում, հանրային իրազեկման միջոցառումների իրականացում և դոնոր կազմակերպությունների հետ աշխատանքի համակարգում",Ծառայությունների մատուցում,25907043.5,27403807.9,5695412.8,6535882.0,3509221.3,0.128,0.537,7840971.5,9172874.3,2559697.2,3235304.8,1557307.6,0.17,0.48100000000000004,18812.5,18812.5,6418.1,6418.1,5202.3,0.27699999999999997,0.8109999999999999
ՀՀ վարչապետի  աշխատակազմ,1136,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11005,Սպասարկման ծառայություններ,ՀՀ Կառավարական շենքերի և այլ գույքի սպասարկում,Ծառայությունների մատուցում,25907043.5,27403807.9,5695412.8,6535882.0,3509221.3,0.128,0.537,7840971.5,9172874.3,2559697.2,3235304.8,1557307.6,0.17,0.48100000000000004,487897.5,487897.5,117080.0,117080.0,117080.0,0.24,1.0
ՀՀ վարչապետի  աշխատակազմ,1136,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11007,"ՀՀ պետական կառավարման մարմինների կողմից  դիմումներ, հայցադիմումներ, դատարանի վճիռների  և որոշումների դեմ վերաքննիչ և վճռաբեկ բողոքներ ներկայացնելիս` «Պետական տուրքի մասին» ՀՀ օրենքով սահմանված վճարումներ","ՀՀ պետական կառավարման մարմինների կողմից  դիմումներ, հայցադիմումներ, դատարանի վճիռների  և որոշումների դեմ վերաքննիչ և վճռաբեկ բողոքներ ներկայացնելիս` «Պետական տուրքի մասին» ՀՀ օրենքով սահմանված վճարումներ",Տրանսֆերտների տրամադրում,25907043.5,27403807.9,5695412.8,6535882.0,3509221.3,0.128,0.537,7840971.5,9172874.3,2559697.2,3235304.8,1557307.6,0.17,0.48100000000000004,0.0,3974.4,0.0,3974.4,3974.4,1.0,1.0
ՀՀ վարչապետի  աշխատակազմ,1136,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11010,ՀՀ բարձրաստիճան պաշտոնատար անձանց գերատեսչական առանձնատների և տարածքների շահագործում և սպասարկում,ՀՀ բարձրաստիճան պաշտոնատար անձանց գերատեսչական առանձնատների և տարածքների  շահագործման և սպասարկման ծառայություններ,Ծառայությունների մատուցում,25907043.5,27403807.9,5695412.8,6535882.0,3509221.3,0.128,0.537,7840971.5,9172874.3,2559697.2,3235304.8,1557307.6,0.17,0.48100000000000004,621340.1,621340.1,137488.0,137488.0,137488.0,0.221,1.0
ՀՀ վարչապետի  աշխատակազմ,1136,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11023,Եվրոպական քաղաքական համայնքի 8-րդ գագաթնաժողովի Երևանում անցկացում,Եվրոպական քաղաքական համայնքի 8-րդ գագաթնաժողովի 2026 թվականին Երևանում  կազմակերպման և անցկացման ապահովում,,25907043.5,27403807.9,5695412.8,6535882.0,3509221.3,0.128,0.537,7840971.5,9172874.3,2559697.2,3235304.8,1557307.6,0.17,0.48100000000000004,1000000.0,1656295.2,1000000.0,1000000.0,300000.0,0.18100000000000002,0.3
ՀՀ վարչապետի  աշխատակազմ,1136,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11024,Ֆրանկոֆոնիայի 2027 թվականի խաղերի ազգային կոմիտեի աշխատանքների համակարգում,Ֆրանկոֆոնիայի 2027 թվականի խաղերի ազգային կոմիտեի աշխատանքների համակարգման ապահովում,Ծառայությունների մատուցում,25907043.5,27403807.9,5695412.8,6535882.0,3509221.3,0.128,0.537,7840971.5,9172874.3,2559697.2,3235304.8,1557307.6,0.17,0.48100000000000004,130000.0,130000.0,27000.0,27000.0,1931.6,0.015,0.07200000000000001
ՀՀ վարչապետի  աշխատակազմ,1136,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11025,Պետական կառավարման  մարմինների կատարողականի գնահատում և խրախուսում,"Պետական մարմնի գործունեության առաջնահերթությունների սահմանում, կատարողականի գնահատման հիման վրա՛ խրախուսման միջոցով արդյունավետության բարձրացում",Ծառայությունների մատուցում,25907043.5,27403807.9,5695412.8,6535882.0,3509221.3,0.128,0.537,7840971.5,9172874.3,2559697.2,3235304.8,1557307.6,0.17,0.48100000000000004,0.0,663633.2,0.0,663633.2,32612.8,0.049,0.049
ՀՀ վարչապետի  աշխատակազմ,1136,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,31001,Մաքսային միությանը և Միասնական տնտեսական տարածությանը ՀՀ անդամակցության շրջանակում միասնական տեղեկատվական տարածության և ինտեգրացված տեղեկատվական համակարգերի ստեղծում և պահպանում,Մաքսային միությանը և Միասնական տնտեսական տարածությանը ՀՀ անդամակցության շրջանակում միասնական տեղեկատվական տարածության և ինտեգրացված տեղեկատվական համակարգերի ստեղծում և պահպանում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,25907043.5,27403807.9,5695412.8,6535882.0,3509221.3,0.128,0.537,7840971.5,9172874.3,2559697.2,3235304.8,1557307.6,0.17,0.48100000000000004,122796.0,122796.0,12305.0,12305.0,11383.6,0.09300000000000001,0.925
ՀՀ վարչապետի  աշխատակազմ,1136,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,31002,ՀՀ վարչապետի աշխատակազմի տեխնիկական հագեցվածության բարելավում,ՀՀ վարչապետի աշխատակազմի աշխատանքային պայմանների բարելավման նպատակով վարչական սարքավորումների ձեռքբերում,,25907043.5,27403807.9,5695412.8,6535882.0,3509221.3,0.128,0.537,7840971.5,9172874.3,2559697.2,3235304.8,1557307.6,0.17,0.48100000000000004,0.0,10000.0,0.0,10000.0,571.5,0.057,0.057
ՀՀ վարչապետի  աշխատակազմ,1156,1156,Հայաստան-Սփյուռք գործակցության ծրագիր,Նպաստել Հայաստանի և հայկական սփյուռքի միջև կապերի ամրապնդմանը և զարգացմանը,"Հայաստանի և Սփյուռքի միջև կրթական, մշակութային և երիտասարդական հաղորդակցության, ճանաչողության և տեղեկացվածության մակարդակի բարձրացում",11007,Քայլ դեպի տուն,"Սփյուռքի հայ երիտասարդության և պատանիների ուսումնաճանաչողական այցելությունների, հայերենի ուսուցման դասընթացների կազմակերպում և հայրենիքի մասին գիտելիքների փոխանցում",Ծառայությունների մատուցում,25907043.5,27403807.9,5695412.8,6535882.0,3509221.3,0.128,0.537,468597.2,468597.2,62255.5,62255.5,34061.5,0.073,0.547,127472.2,127472.2,0.0,0.0,0.0,0.0,0.0
ՀՀ վարչապետի  աշխատակազմ,1156,1156,Հայաստան-Սփյուռք գործակցության ծրագիր,Նպաստել Հայաստանի և հայկական սփյուռքի միջև կապերի ամրապնդմանը և զարգացմանը,"Հայաստանի և Սփյուռքի միջև կրթական, մշակութային և երիտասարդական հաղորդակցության, ճանաչողության և տեղեկացվածության մակարդակի բարձրացում",11008,Սփյուռքի երիտասարդ առաջնորդների վերապատրաստում,"Հայաստանյան իրականության վերաբերյալ իրազեկվածության մակարդակի բարձրացում, համայնքային գործունեության ակտիվացմանը նպաստող նոր հմտությունների ձեռքբերում, Սփյուռքի երիտասարդ առաջնորդների ցանցի ընդլայնում",Ծառայությունների մատուցում,25907043.5,27403807.9,5695412.8,6535882.0,3509221.3,0.128,0.537,468597.2,468597.2,62255.5,62255.5,34061.5,0.073,0.547,26603.1,26603.1,0.0,0.0,0.0,0.0,0.0
ՀՀ վարչապետի  աշխատակազմ,1156,1156,Հայաստան-Սփյուռք գործակցության ծրագիր,Նպաստել Հայաստանի և հայկական սփյուռքի միջև կապերի ամրապնդմանը և զարգացմանը,"Հայաստանի և Սփյուռքի միջև կրթական, մշակութային և երիտասարդական հաղորդակցության, ճանաչողության և տեղեկացվածության մակարդակի բարձրացում",11010,Հայաստան-Սփյուռք գործակցության վերաբերյալ իրազեկման ապահովում,"Հայաստան-Սփյուռք համագործակցության, հայրենադարձության, Սփյուռքից ներդրումների, Հայաստան-Սփյուռք գործակցության ծրագրերի ներկայացման ուղղություններով հեռուստահաղորդումների, տեսանյութերի պատվիրում և Սփյուռքում արբանյակային հեռարձակում",Ծառայությունների մատուցում,25907043.5,27403807.9,5695412.8,6535882.0,3509221.3,0.128,0.537,468597.2,468597.2,62255.5,62255.5,34061.5,0.073,0.547,48000.0,48000.0,7012.0,7012.0,2518.3,0.052000000000000005,0.359
