state_body,state_body_total,program_code,program_name,program_goal,program_result_desc,program_total,subprogram_code,subprogram_name,subprogram_desc,subprogram_type,subprogram_total
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1168,Արվեստների ծրագիր,"Նպաստել ազգային հենքի վրա ժամանակակից թատերարվեստի, երաժշտարվեստի, կերպարվեստի և պարարվեստի զարգացմանը և հանրահռչակմանը","Մրցունակ արվեստային արտադրանքի ստեղծում, ստեղծագործական գործընթացների խթանում, արվեստի նոր նախագծերի ներդրում և մշակութային կյանքում հասարակության ներգրավում",10612673.5,32001,Միջոցառման անվանումը`,Ներդրումներ թատրոնների և համերգային կազմակերպությունների շենքերի կապիտալ վերանորոգման համար,Միջոցառման նկարագրությունը`,304265.7
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1168,Արվեստների ծրագիր,"Նպաստել ազգային հենքի վրա ժամանակակից թատերարվեստի, երաժշտարվեստի, կերպարվեստի և պարարվեստի զարգացմանը և հանրահռչակմանը","Մրցունակ արվեստային արտադրանքի ստեղծում, ստեղծագործական գործընթացների խթանում, արվեստի նոր նախագծերի ներդրում և մշակութային կյանքում հասարակության ներգրավում",10612673.5,32007,Միջոցառման անվանումը`,Թատերահամերգային կազմակերպությունների նյութատեխնիկական բազայի  համալրում,Միջոցառման նկարագրությունը`,1050870.8
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1168,Արվեստների ծրագիր,"Նպաստել ազգային հենքի վրա ժամանակակից թատերարվեստի, երաժշտարվեստի, կերպարվեստի և պարարվեստի զարգացմանը և հանրահռչակմանը","Մրցունակ արվեստային արտադրանքի ստեղծում, ստեղծագործական գործընթացների խթանում, արվեստի նոր նախագծերի ներդրում և մշակութային կյանքում հասարակության ներգրավում",10612673.5,32008,Միջոցառման անվանումը`,Երաժշտական գործիքների ձեռքբերում,Միջոցառման նկարագրությունը`,233345.0
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1183,Ապահով դպրոց,"Դպրոցներին սպառնացող աղետների ռիսկի կառավարման կարողությունների հզորացում, դպրոցի անձնակազմի և աշակերտների անվտանգության ապահովման մակարդակի բարձրացում՛ կիրառելով ներառական և երեխայակենտրոն մոտեցում",Դպրոցական միջավայրի բարելավում,981605.0,11002,Միջոցառման անվանումը`,Աջակցություն դպրոցներին «Արագ արձագանքման ֆոնդի» շրջանակում՛ հրատապ խնդիրների լուծման համար,Միջոցառման նկարագրությունը`,45000.0
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1183,Ապահով դպրոց,"Դպրոցներին սպառնացող աղետների ռիսկի կառավարման կարողությունների հզորացում, դպրոցի անձնակազմի և աշակերտների անվտանգության ապահովման մակարդակի բարձրացում՛ կիրառելով ներառական և երեխայակենտրոն մոտեցում",Դպրոցական միջավայրի բարելավում,981605.0,32002,Միջոցառման անվանումը`,Կրթական օբյեկտների շենքային ապահովվածության բարելավում,Միջոցառման նկարագրությունը`,123921.9
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1183,Ապահով դպրոց,"Դպրոցներին սպառնացող աղետների ռիսկի կառավարման կարողությունների հզորացում, դպրոցի անձնակազմի և աշակերտների անվտանգության ապահովման մակարդակի բարձրացում՛ կիրառելով ներառական և երեխայակենտրոն մոտեցում",Դպրոցական միջավայրի բարելավում,981605.0,32007,Միջոցառման անվանումը`,Հանրակրթական կրթություն իրականացնող ուսումնական հաստատությունների նոր մարզադահլիճների կառուցում,Միջոցառման նկարագրությունը`,478046.6
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1183,Ապահով դպրոց,"Դպրոցներին սպառնացող աղետների ռիսկի կառավարման կարողությունների հզորացում, դպրոցի անձնակազմի և աշակերտների անվտանգության ապահովման մակարդակի բարձրացում՛ կիրառելով ներառական և երեխայակենտրոն մոտեցում",Դպրոցական միջավայրի բարելավում,981605.0,32009,Միջոցառման անվանումը`,Հանրակրթական կրթություն իրականացնող ուսումնական հաստատությունների մարզադահլիճների վերակառուցում,Միջոցառման նկարագրությունը`,334636.5
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1189,Դպրոցների սեյսմիկ անվտանգության մակարդակի բարձրացման ծրագիր,"Նպաստել երկրի սեյսմակայունության ապահովմանը, անհատական և հասարակական անվտանգության մակարդակի բարձրացմանը",Դպրոցական շենքերի սեյսմակայունության մակարդակի բարձրացում,10286163.6,11001,Միջոցառման անվանումը`,Ասիական զարգացման բանկի աջակցությամբ իրականացվող դպրոցների սեյսմիկ պաշտպանության ծրագրի կառավարում,Միջոցառման նկարագրությունը`,224661.0
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1189,Դպրոցների սեյսմիկ անվտանգության մակարդակի բարձրացման ծրագիր,"Նպաստել երկրի սեյսմակայունության ապահովմանը, անհատական և հասարակական անվտանգության մակարդակի բարձրացմանը",Դպրոցական շենքերի սեյսմակայունության մակարդակի բարձրացում,10286163.6,12001,Միջոցառման անվանումը`,Ասիական զարգացման բանկի աջակցությամբ իրականացվող դպրոցների սեյսմիկ պաշտպանության ծրագրի շրջանակներում ՀՀ դպրոցների սեյսմիկ անվտանգության բարելավմանն ուղղված միջոցառումներ,Միջոցառման նկարագրությունը`,4736773.7
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1189,Դպրոցների սեյսմիկ անվտանգության մակարդակի բարձրացման ծրագիր,"Նպաստել երկրի սեյսմակայունության ապահովմանը, անհատական և հասարակական անվտանգության մակարդակի բարձրացմանը",Դպրոցական շենքերի սեյսմակայունության մակարդակի բարձրացում,10286163.6,12003,Միջոցառման անվանումը`,Ասիական զարգացման բանկի աջակցությամբ իրականացվող դպրոցների սեյսմիկ պաշտպանության ծրագրի լրացուցիչ ֆինանսավորման շրջանակներում ՀՀ դպրոցների սեյսմիկ անվտանգության բարելավմանն ուղղված միջոցառումներ,Միջոցառման նկարագրությունը`,5324728.9
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1192,Կրթության որակի ապահովում,"Ընթացիկ աշխատանքների, բարեփոխումների և նոր նախաձեռնությունների միջոցով ֆորմալ և ոչ-ֆորմալ կրթության ոլորտում իրականացվող միջոցառումների, մատուցվող ծառայությունների բովանդակության և կազմակերպման որակի շարունակական բարելավում","Նախադպրոցականից մինչև հետբուհական կրթության որակի, այն է սովորողների, միջավայրի, ծրագրերի և ուսումնական նյութերի բովանդակության, գործընթացների, ինչպես նաև վերջնարդյունքների որակի բարելավում ըստ ներպետական և միջազգային ցուցիչների",12050794.8,11001,Միջոցառման անվանումը`,Նախնական մասնագիտական (արհեստագործական) և միջին մասնագիտական կրթության և ուսուցման (ՄԿՈՒ) բարեփոխումներ,Միջոցառման նկարագրությունը`,199405.4
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1192,Կրթության որակի ապահովում,"Ընթացիկ աշխատանքների, բարեփոխումների և նոր նախաձեռնությունների միջոցով ֆորմալ և ոչ-ֆորմալ կրթության ոլորտում իրականացվող միջոցառումների, մատուցվող ծառայությունների բովանդակության և կազմակերպման որակի շարունակական բարելավում","Նախադպրոցականից մինչև հետբուհական կրթության որակի, այն է սովորողների, միջավայրի, ծրագրերի և ուսումնական նյութերի բովանդակության, գործընթացների, ինչպես նաև վերջնարդյունքների որակի բարելավում ըստ ներպետական և միջազգային ցուցիչների",12050794.8,11003,Միջոցառման անվանումը`,Եվրոպական բարձրագույն կրթական տարածքի անդամակցությամբ պայմանավորված բարձրագույն մասնագիտական կրթության համակարգի բարեփոխումներ,Միջոցառման նկարագրությունը`,45010.7
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1192,Կրթության որակի ապահովում,"Ընթացիկ աշխատանքների, բարեփոխումների և նոր նախաձեռնությունների միջոցով ֆորմալ և ոչ-ֆորմալ կրթության ոլորտում իրականացվող միջոցառումների, մատուցվող ծառայությունների բովանդակության և կազմակերպման որակի շարունակական բարելավում","Նախադպրոցականից մինչև հետբուհական կրթության որակի, այն է սովորողների, միջավայրի, ծրագրերի և ուսումնական նյութերի բովանդակության, գործընթացների, ինչպես նաև վերջնարդյունքների որակի բարելավում ըստ ներպետական և միջազգային ցուցիչների",12050794.8,11005,Միջոցառման անվանումը`,Գիտական աստիճանաշնորհման և գիտամանկավարժական կոչումների շնորհում,Միջոցառման նկարագրությունը`,52826.9
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1192,Կրթության որակի ապահովում,"Ընթացիկ աշխատանքների, բարեփոխումների և նոր նախաձեռնությունների միջոցով ֆորմալ և ոչ-ֆորմալ կրթության ոլորտում իրականացվող միջոցառումների, մատուցվող ծառայությունների բովանդակության և կազմակերպման որակի շարունակական բարելավում","Նախադպրոցականից մինչև հետբուհական կրթության որակի, այն է սովորողների, միջավայրի, ծրագրերի և ուսումնական նյութերի բովանդակության, գործընթացների, ինչպես նաև վերջնարդյունքների որակի բարելավում ըստ ներպետական և միջազգային ցուցիչների",12050794.8,11006,Միջոցառման անվանումը`,Կրթության բովանդակային և մեթոդական սպասարկում,Միջոցառման նկարագրությունը`,341748.5
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1192,Կրթության որակի ապահովում,"Ընթացիկ աշխատանքների, բարեփոխումների և նոր նախաձեռնությունների միջոցով ֆորմալ և ոչ-ֆորմալ կրթության ոլորտում իրականացվող միջոցառումների, մատուցվող ծառայությունների բովանդակության և կազմակերպման որակի շարունակական բարելավում","Նախադպրոցականից մինչև հետբուհական կրթության որակի, այն է սովորողների, միջավայրի, ծրագրերի և ուսումնական նյութերի բովանդակության, գործընթացների, ինչպես նաև վերջնարդյունքների որակի բարելավում ըստ ներպետական և միջազգային ցուցիչների",12050794.8,11010,Միջոցառման անվանումը`,Կամավոր ատեստավորման համակարգի ներդրում՛ ուղղված ուսուցիչների որակի բարձրացմանը,Միջոցառման նկարագրությունը`,3632513.4
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1192,Կրթության որակի ապահովում,"Ընթացիկ աշխատանքների, բարեփոխումների և նոր նախաձեռնությունների միջոցով ֆորմալ և ոչ-ֆորմալ կրթության ոլորտում իրականացվող միջոցառումների, մատուցվող ծառայությունների բովանդակության և կազմակերպման որակի շարունակական բարելավում","Նախադպրոցականից մինչև հետբուհական կրթության որակի, այն է սովորողների, միջավայրի, ծրագրերի և ուսումնական նյութերի բովանդակության, գործընթացների, ինչպես նաև վերջնարդյունքների որակի բարելավում ըստ ներպետական և միջազգային ցուցիչների",12050794.8,11018,Միջոցառման անվանումը`,"Գրագիտության, հմտությունների զարգացման, մասնագիտական կողմնորոշման համընդհանուր ներառականության, մշակութային և մարզական կրթության վերաբերյալ հոլովակների պատրաստում",Միջոցառման նկարագրությունը`,4000.0
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1192,Կրթության որակի ապահովում,"Ընթացիկ աշխատանքների, բարեփոխումների և նոր նախաձեռնությունների միջոցով ֆորմալ և ոչ-ֆորմալ կրթության ոլորտում իրականացվող միջոցառումների, մատուցվող ծառայությունների բովանդակության և կազմակերպման որակի շարունակական բարելավում","Նախադպրոցականից մինչև հետբուհական կրթության որակի, այն է սովորողների, միջավայրի, ծրագրերի և ուսումնական նյութերի բովանդակության, գործընթացների, ինչպես նաև վերջնարդյունքների որակի բարելավում ըստ ներպետական և միջազգային ցուցիչների",12050794.8,11022,Միջոցառման անվանումը`,Հանրակրթական  հիմնական ծրագրեր իրականացնող ուսումնական հաստատությունների հերթական ատեստավորման ենթակա ուսուցչի վերապատրաստում,Միջոցառման նկարագրությունը`,72000.0
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1192,Կրթության որակի ապահովում,"Ընթացիկ աշխատանքների, բարեփոխումների և նոր նախաձեռնությունների միջոցով ֆորմալ և ոչ-ֆորմալ կրթության ոլորտում իրականացվող միջոցառումների, մատուցվող ծառայությունների բովանդակության և կազմակերպման որակի շարունակական բարելավում","Նախադպրոցականից մինչև հետբուհական կրթության որակի, այն է սովորողների, միջավայրի, ծրագրերի և ուսումնական նյութերի բովանդակության, գործընթացների, ինչպես նաև վերջնարդյունքների որակի բարելավում ըստ ներպետական և միջազգային ցուցիչների",12050794.8,11023,Միջոցառման անվանումը`,"Համաշխարհային բանկի աջակցությամբ իրականացվող ""Կրթության բարելավման ծրագրի լրացուցիչ ֆինանսավորում"" վարկային ծրագիր",Միջոցառման նկարագրությունը`,850198.0
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1192,Կրթության որակի ապահովում,"Ընթացիկ աշխատանքների, բարեփոխումների և նոր նախաձեռնությունների միջոցով ֆորմալ և ոչ-ֆորմալ կրթության ոլորտում իրականացվող միջոցառումների, մատուցվող ծառայությունների բովանդակության և կազմակերպման որակի շարունակական բարելավում","Նախադպրոցականից մինչև հետբուհական կրթության որակի, այն է սովորողների, միջավայրի, ծրագրերի և ուսումնական նյութերի բովանդակության, գործընթացների, ինչպես նաև վերջնարդյունքների որակի բարելավում ըստ ներպետական և միջազգային ցուցիչների",12050794.8,11024,Միջոցառման անվանումը`,"ՀՀ Արարատի, Գեղարքունիքի և Կոտայքի մարզերում տեղակայված դպրոցների ԳՏՃՄ առարկաներ դասավանդող ուսուցիչների վերապատրաստում նոր ստանդարտներին համապատասխան",Միջոցառման նկարագրությունը`,87428.3
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1192,Կրթության որակի ապահովում,"Ընթացիկ աշխատանքների, բարեփոխումների և նոր նախաձեռնությունների միջոցով ֆորմալ և ոչ-ֆորմալ կրթության ոլորտում իրականացվող միջոցառումների, մատուցվող ծառայությունների բովանդակության և կազմակերպման որակի շարունակական բարելավում","Նախադպրոցականից մինչև հետբուհական կրթության որակի, այն է սովորողների, միջավայրի, ծրագրերի և ուսումնական նյութերի բովանդակության, գործընթացների, ինչպես նաև վերջնարդյունքների որակի բարելավում ըստ ներպետական և միջազգային ցուցիչների",12050794.8,32006,Միջոցառման անվանումը`,"Համաշխարհային բանկի աջակցությամբ իրականացվող ""Կրթության բարելավման  ծրագրի լրացուցիչ ֆինանսավորում"" վարկային ծրագրի շրջանակներում կապիտալ ներդրումներ  հանրակրթական ուսումնական հաստատություններում",Միջոցառման նկարագրությունը`,4117413.6
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1192,Կրթության որակի ապահովում,"Ընթացիկ աշխատանքների, բարեփոխումների և նոր նախաձեռնությունների միջոցով ֆորմալ և ոչ-ֆորմալ կրթության ոլորտում իրականացվող միջոցառումների, մատուցվող ծառայությունների բովանդակության և կազմակերպման որակի շարունակական բարելավում","Նախադպրոցականից մինչև հետբուհական կրթության որակի, այն է սովորողների, միջավայրի, ծրագրերի և ուսումնական նյութերի բովանդակության, գործընթացների, ինչպես նաև վերջնարդյունքների որակի բարելավում ըստ ներպետական և միջազգային ցուցիչների",12050794.8,32007,Միջոցառման անվանումը`,Աջակցություն ԳՏՃՄ առարկաների դասավանդման և ուսուցման որակը մարզերում բարելավելու համար,Միջոցառման նկարագրությունը`,2648250.0
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1193,Համընդհանուր ներառական կրթության համակարգի ներդրում,"Յուրաքանչյուր երեխայի համար կրթության մատչելիության, հավասար մասնակցության հնարավորության և որակի ապահովում՛ զարգացման առանձնահատկություններին համապատասխան և անհրաժեշտ պայմանների ստեղծման միջոցով",Խոցելի խմբերի երեխաների ընդգրկվածության ապահովում հանրակրթական հաստատություններում,3767709.3,11001,Միջոցառման անվանումը`,Մանկավարժահոգեբանական աջակցության ծառայություններ և  կրթության առանձնահատուկ պայմանների կարիք ունեցող երեխաների կրթության կազմակերպմանն օժանդակող միջոցառումներ,Միջոցառման նկարագրությունը`,3685609.5
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1193,Համընդհանուր ներառական կրթության համակարգի ներդրում,"Յուրաքանչյուր երեխայի համար կրթության մատչելիության, հավասար մասնակցության հնարավորության և որակի ապահովում՛ զարգացման առանձնահատկություններին համապատասխան և անհրաժեշտ պայմանների ստեղծման միջոցով",Խոցելի խմբերի երեխաների ընդգրկվածության ապահովում հանրակրթական հաստատություններում,3767709.3,11002,Միջոցառման անվանումը`,Աուտիզմ և զարգացման խանգարումներ ունեցող երեխաներին մանկավարժահոգեբանական աջակցության  ծառայությունների տրամադրում,Միջոցառման նկարագրությունը`,82099.8
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1196,Մարզերի մշակութային զարգացման ծրագիր,Մարզերում մշակութային կյանքի և մշակութաստեղծ գործունեության ակտիվացում,Համայնքներում մշակույթի հասանելիության և մշակութային կյանքին մարզային բնակչության ընդգրկվածության ընդլայնում,90650.4,11001,Միջոցառման անվանումը`,Մշակութային միջոցառումների իրականացում ՀՀ մարզերում,Միջոցառման նկարագրությունը`,31707.4
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1196,Մարզերի մշակութային զարգացման ծրագիր,Մարզերում մշակութային կյանքի և մշակութաստեղծ գործունեության ակտիվացում,Համայնքներում մշակույթի հասանելիության և մշակութային կյանքին մարզային բնակչության ընդգրկվածության ընդլայնում,90650.4,11002,Միջոցառման անվանումը`,Համայնքային մշակույթի և ազատ ժամանցի կազմակերպում,Միջոցառման նկարագրությունը`,58943.0
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1198,Մշակութային և գեղագիտական դաստիարակության ծրագիր,Երեխաների հոգևոր և գեղագիտական ընդունակությունների բացահայտում և զարգացում,Ստեղծագործական ունակությունների ձևավորում և զարգացում,824624.9,11001,Միջոցառման անվանումը`,"Երաժշտական, արվեստի, գեղարվեստի և պարարվեստի դպրոցներում ուսումնամեթոդական աշխատանքներ",Միջոցառման նկարագրությունը`,41436.2
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1198,Մշակութային և գեղագիտական դաստիարակության ծրագիր,Երեխաների հոգևոր և գեղագիտական ընդունակությունների բացահայտում և զարգացում,Ստեղծագործական ունակությունների ձևավորում և զարգացում,824624.9,11002,Միջոցառման անվանումը`,Երաժշտական և արվեստի դպրոցների համար ուսումնամեթոդական գրականության մշակում և հրատարակում,Միջոցառման նկարագրությունը`,17100.0
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1198,Մշակութային և գեղագիտական դաստիարակության ծրագիր,Երեխաների հոգևոր և գեղագիտական ընդունակությունների բացահայտում և զարգացում,Ստեղծագործական ունակությունների ձևավորում և զարգացում,824624.9,11003,Միջոցառման անվանումը`,Երաժշտական և արվեստի դպրոցների համար երաժշտական գործիքների ձեռքբերում,Միջոցառման նկարագրությունը`,15000.0
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1198,Մշակութային և գեղագիտական դաստիարակության ծրագիր,Երեխաների հոգևոր և գեղագիտական ընդունակությունների բացահայտում և զարգացում,Ստեղծագործական ունակությունների ձևավորում և զարգացում,824624.9,11004,Միջոցառման անվանումը`,Աջակցություն շնորհալի պատանի երաժիշտ կատարողների մասնագիտական կարողությունների զարգացմանը և կատարելագործմանը,Միջոցառման նկարագրությունը`,12000.0
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1198,Մշակութային և գեղագիտական դաստիարակության ծրագիր,Երեխաների հոգևոր և գեղագիտական ընդունակությունների բացահայտում և զարգացում,Ստեղծագործական ունակությունների ձևավորում և զարգացում,824624.9,11005,Միջոցառման անվանումը`,"Ազգային, փողային և լարային նվագարանների գծով ուսուցում",Միջոցառման նկարագրությունը`,257317.6
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1198,Մշակութային և գեղագիտական դաստիարակության ծրագիր,Երեխաների հոգևոր և գեղագիտական ընդունակությունների բացահայտում և զարգացում,Ստեղծագործական ունակությունների ձևավորում և զարգացում,824624.9,11006,Միջոցառման անվանումը`,«Քո արվեստը դպրոցում»,Միջոցառման նկարագրությունը`,70611.1
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1198,Մշակութային և գեղագիտական դաստիարակության ծրագիր,Երեխաների հոգևոր և գեղագիտական ընդունակությունների բացահայտում և զարգացում,Ստեղծագործական ունակությունների ձևավորում և զարգացում,824624.9,11007,Միջոցառման անվանումը`,«Դասական երաժշտություն «Դաս A»,Միջոցառման նկարագրությունը`,32795.0
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1198,Մշակութային և գեղագիտական դաստիարակության ծրագիր,Երեխաների հոգևոր և գեղագիտական ընդունակությունների բացահայտում և զարգացում,Ստեղծագործական ունակությունների ձևավորում և զարգացում,824624.9,11008,Միջոցառման անվանումը`,Ստեղծագործական կրթամշակութային մանկապատանեկան ծրագրեր և նախագծեր,Միջոցառման նկարագրությունը`,138365.0
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1198,Մշակութային և գեղագիտական դաստիարակության ծրագիր,Երեխաների հոգևոր և գեղագիտական ընդունակությունների բացահայտում և զարգացում,Ստեղծագործական ունակությունների ձևավորում և զարգացում,824624.9,11009,Միջոցառման անվանումը`,Դպրոցական բաժանորդային համակարգի ծրագրի իրականացում,Միջոցառման նկարագրությունը`,240000.0
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1215,"Կրթության, մշակույթի և սպորտի ոլորտներում միջազգային և սփյուռքի հետ համագործակցության զարգացում","Կրթության, մշակույթի և սպորտի ոլորտներում միջազգային համագործակցության ընդլայնում, սփյուռքում և օտարերկրյա պետություններում հայկական կրթական կարողությունների հզորացում","Սփյուռքի ուսուցիչների կարողությունների բարելավում, հայագիտական առարկաների դասավանդման հիմքերի ամրապնդում, համահայկական միջոցառումների կազմակերպում, միջազգային համաձայնագրերով և հուշագրերով անդամակցությունների գործընթացի ապահովում",403115.1,11001,Միջոցառման անվանումը`,Համահայկական և համապետական կրթական խորհրդաժողով,Միջոցառման նկարագրությունը`,28900.0
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1215,"Կրթության, մշակույթի և սպորտի ոլորտներում միջազգային և սփյուռքի հետ համագործակցության զարգացում","Կրթության, մշակույթի և սպորտի ոլորտներում միջազգային համագործակցության ընդլայնում, սփյուռքում և օտարերկրյա պետություններում հայկական կրթական կարողությունների հզորացում","Սփյուռքի ուսուցիչների կարողությունների բարելավում, հայագիտական առարկաների դասավանդման հիմքերի ամրապնդում, համահայկական միջոցառումների կազմակերպում, միջազգային համաձայնագրերով և հուշագրերով անդամակցությունների գործընթացի ապահովում",403115.1,11002,Միջոցառման անվանումը`,Սփյուռքի կրթօջախների ուսուցիչների կարողությունների հզորացում,Միջոցառման նկարագրությունը`,39500.0
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1215,"Կրթության, մշակույթի և սպորտի ոլորտներում միջազգային և սփյուռքի հետ համագործակցության զարգացում","Կրթության, մշակույթի և սպորտի ոլորտներում միջազգային համագործակցության ընդլայնում, սփյուռքում և օտարերկրյա պետություններում հայկական կրթական կարողությունների հզորացում","Սփյուռքի ուսուցիչների կարողությունների բարելավում, հայագիտական առարկաների դասավանդման հիմքերի ամրապնդում, համահայկական միջոցառումների կազմակերպում, միջազգային համաձայնագրերով և հուշագրերով անդամակցությունների գործընթացի ապահովում",403115.1,11003,Միջոցառման անվանումը`,"Սփյուռքի կրթօջախների համար դասագրքերի և այլ ուսումնական նյութերի մշակում, ձեռքբերում և տրամադրում",Միջոցառման նկարագրությունը`,30000.0
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1215,"Կրթության, մշակույթի և սպորտի ոլորտներում միջազգային և սփյուռքի հետ համագործակցության զարգացում","Կրթության, մշակույթի և սպորտի ոլորտներում միջազգային համագործակցության ընդլայնում, սփյուռքում և օտարերկրյա պետություններում հայկական կրթական կարողությունների հզորացում","Սփյուռքի ուսուցիչների կարողությունների բարելավում, հայագիտական առարկաների դասավանդման հիմքերի ամրապնդում, համահայկական միջոցառումների կազմակերպում, միջազգային համաձայնագրերով և հուշագրերով անդամակցությունների գործընթացի ապահովում",403115.1,11005,Միջոցառման անվանումը`,Հայաստանում ԱՊՀ մասնակից պետությունների ուսուցիչների և կրթության ոլորտի աշխատակիցների VIII համագումարի կազմակերպում,Միջոցառման նկարագրությունը`,25000.0
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1215,"Կրթության, մշակույթի և սպորտի ոլորտներում միջազգային և սփյուռքի հետ համագործակցության զարգացում","Կրթության, մշակույթի և սպորտի ոլորտներում միջազգային համագործակցության ընդլայնում, սփյուռքում և օտարերկրյա պետություններում հայկական կրթական կարողությունների հզորացում","Սփյուռքի ուսուցիչների կարողությունների բարելավում, հայագիտական առարկաների դասավանդման հիմքերի ամրապնդում, համահայկական միջոցառումների կազմակերպում, միջազգային համաձայնագրերով և հուշագրերով անդամակցությունների գործընթացի ապահովում",403115.1,12001,Միջոցառման անվանումը`,Օտարերկրյա պետություններում հայերենի և հայագիտական առարկաների դասավանդում,Միջոցառման նկարագրությունը`,141720.0
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1215,"Կրթության, մշակույթի և սպորտի ոլորտներում միջազգային և սփյուռքի հետ համագործակցության զարգացում","Կրթության, մշակույթի և սպորտի ոլորտներում միջազգային համագործակցության ընդլայնում, սփյուռքում և օտարերկրյա պետություններում հայկական կրթական կարողությունների հզորացում","Սփյուռքի ուսուցիչների կարողությունների բարելավում, հայագիտական առարկաների դասավանդման հիմքերի ամրապնդում, համահայկական միջոցառումների կազմակերպում, միջազգային համաձայնագրերով և հուշագրերով անդամակցությունների գործընթացի ապահովում",403115.1,12003,Միջոցառման անվանումը`,Կրթամշակութային աջակցություն սփյուռքի համայնքներին,Միջոցառման նկարագրությունը`,7062.6
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",346476012.0,1215,"Կրթության, մշակույթի և սպորտի ոլորտներում միջազգային և սփյուռքի հետ համագործակցության զարգացում","Կրթության, մշակույթի և սպորտի ոլորտներում միջազգային համագործակցության ընդլայնում, սփյուռքում և օտարերկրյա պետություններում հայկական կրթական կարողությունների հզորացում","Սփյուռքի ուսուցիչների կարողությունների բարելավում, հայագիտական առարկաների դասավանդման հիմքերի ամրապնդում, համահայկական միջոցառումների կազմակերպում, միջազգային համաձայնագրերով և հուշագրերով անդամակցությունների գործընթացի ապահովում",403115.1,12004,Միջոցառման անվանումը`,Հայաստանի միգրանտ ընտանիքների դպրոցականների հայոց լեզվի իմացության բարելավում,Միջոցառման նկարագրությունը`,4560.0
